Image	Arch	OS	OsVersion	ProductVersion	Dockerfile	Repository	BuildTimestamp
sha256:1ce3f5467eb378a72e8125d7d5a49904fed72135857e9d60918846ff81e0842b	arm64	Linux	Debian 10	3.1.301	src/sdk/3.1/buster/arm64v8/Dockerfile	dotnet/core-nightly/sdk	2020-06-30 00.27.52.00
sha256:1d4fc8631cf8629fbf397c9ddb95c42b6db95ed1d952ce88614b1830fe5fd463	amd64	Windows	"Windows Server, version 1903"	2.1.17	2.1/aspnet/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-30 13.52.31.00
sha256:1d6e3b8a95935b5d5460db3c5ea256582ef75e42f89dcd4723b351890bc6d046	amd64	Linux	Debian 10	5.0.0-preview.7	src/aspnet/5.0/buster-slim/amd64/Dockerfile	dotnet/nightly/aspnet	2020-06-30 00.28.33.00
sha256:1dc7f68259f0496b215479b1caef81399b8a2ad8930062a1fa5926c6945d3e57	amd64	Linux	Alpine 3.11	2.1.17	2.1/aspnet/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 15.43.45.00
sha256:1f185407039e6a4796838698dd1af549371986c6bd00a3ec4868daf33b11ae0c	amd64	Linux	Ubuntu 20.04	2.1.18	2.1/aspnet/focal/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-15 13.09.22.00
sha256:1f2d663ce1bc2859a5f245adc8893685495cd8e13a10f51cdf18a072a0a31533	arm64	Linux	Ubuntu 20.04	3.1.3	3.1/aspnet/focal/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 15.51.34.00
sha256:1fe3717e4fd2445291f2f490b22a9878e0c43ee632ab1847d369f86d739f2672	amd64	Linux	Alpine 3.11	3.1.301	src/sdk/3.1/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-29 20.47.46.00
sha256:202fc8e4608af1652da843f13305322108273367f730041903e598b799bff1a2	arm64	Linux	Ubuntu 18.04	3.1.4	3.1/aspnet/bionic/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-05-21 17.21.03.00
sha256:204a699673e0f975243529e90344aee4331680ec058b45bdaa61068c5ad77065	arm64	Linux	Alpine 3.11	3.1.3	3.1/aspnet/alpine3.11/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 13.36.41.00
sha256:2066890ba89e746fe49a15226df0f84c0d314da80023952e4de547c1ee08be60	arm64	Linux	Ubuntu 18.04	3.1.301	src/sdk/3.1/bionic/arm64v8/Dockerfile	dotnet/core-nightly/sdk	2020-06-30 00.31.04.00
sha256:20d1b39059014138de416054fd7e8470f37fb9b538a9cea53ff8d1c7742d8b44	amd64	Linux	Alpine 3.11	5.0.0-preview.4	5.0/aspnet/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 13.37.11.00
sha256:20d8cc011bcb34b3faac82532ff4e2481e11f09c16ccdac7b114f1bc3cc9e860	amd64	Linux	Ubuntu 18.04	3.1.3	3.1/aspnet/bionic/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 13.37.22.00
sha256:20e3ab4888983364bf96e9bf84e0e907d798ed2fb31838b483f3eef97138c70f	arm32	Linux	Ubuntu 18.04	2.1.807	src/sdk/2.1/bionic/arm32v7/Dockerfile	dotnet/core-nightly/sdk	2020-06-30 00.29.11.00
sha256:213614641698d8eae037212bcb18ecfb31bbb724301a290696169230e288ec34	amd64	Linux	Alpine 3.11	2.1.19	src/runtime-deps/2.1/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-30 00.28.05.00
sha256:219b24e3e0da276cc8080e96feadbb9334c70092d20233ea3179ca9c035bbd7c	arm32	Linux	Debian 10	5.0.0-preview.4	5.0/aspnet/buster-slim/arm32v7/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 18.02.33.00
sha256:219bf9631ba8c0b4825a2ecd30a17019c1e33e3b3b227777138ca3dca59f8491	amd64	Linux	Debian 10	3.1.4	3.1/aspnet/buster-slim/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-14 00.19.40.00
sha256:21b234ac071d2e29c9999fccc98ff62c36c1a1d159a3075394be0104e745e80a	amd64	Linux	Ubuntu 18.04	2.1.19	src/runtime/2.1/bionic/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-06-30 00.27.33.00
sha256:21ccb5be5ebd245286b5f0d455a386e2b71f99a53c1bc9083eeb05d3d7f31e7e	amd64	Linux	Debian 9	2.1.18	2.1/aspnet/stretch-slim/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-15 21.36.42.00
sha256:21f5a7369a3c0f0f8474b90b24b79736186a856a84ad3683a165b3b613d146a5	amd64	Windows	"Windows Server, version 1909"	3.1.301	src/sdk/3.1/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-29 20.52.02.00
sha256:223c2e5e1383204862ba866fd3af1301e0176364fe6b0121093d67cc2bc85664	arm64	Linux	Debian 10	5.0.100-preview.7	src/sdk/5.0/buster-slim/arm64v8/Dockerfile	dotnet/nightly/sdk	2020-06-29 20.08.46.00
sha256:22b767f0c966934b5f0db5d21a5fc6a3c88979ec7afb7f253ae489aa6968d166	amd64	Linux	Debian 9	2.1.17	2.1/aspnet/stretch-slim/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-30 13.52.31.00
sha256:22d2585462846de94f88b6286018a382e56d4671df8f883bf3a76ae02ab5b4e1	arm64	Linux	Debian 10	5.0.0-preview.4	5.0/aspnet/buster-slim/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 14.05.28.00
sha256:234798463434fad19075daeb198fddb36b341ed6c25b9cd56a8787e343e2c982	amd64	Windows	"Windows Server, version 1903"	5.0.100-preview.7	src/sdk/5.0/nanoserver-1903/amd64/Dockerfile	dotnet/nightly/sdk	2020-06-29 20.53.05.00
sha256:234a90d3d5c4c8bff52de57a6affb26d109d5dcb8da74817b4839a42afdd15e4	amd64	Windows	Windows Server 2019	5.0.0-preview.7	src/aspnet/5.0/nanoserver-1809/amd64/Dockerfile	dotnet/nightly/aspnet	2020-06-30 00.28.05.00
sha256:23c491ae836cce2c654848158f80edcac40a0d7f9b3cbc6e487433d71f23b706	arm64	Linux	Ubuntu 20.04	3.1.5	src/runtime/3.1/focal/arm64v8/Dockerfile	dotnet/core-nightly/runtime	2020-06-29 20.47.58.00
sha256:23ca535645ed469f3fa64eae7191fec74fb30b031a168ef653bb8b8bce6a48a9	amd64	Windows	"Windows Server, version 1909"	2.1.17	2.1/aspnet/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-30 13.53.56.00
sha256:242bc14fc59ab44438f576237ad25d86cf71cd4ba2cb4e7a114ad4edaefc0a46	amd64	Windows	"Windows Server, version 1903"	2.1.17	2.1/aspnet/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 17.57.52.00
sha256:2478384e77e8e7aa5ce42e1afe23dff885a146411dc5e128a761e832be6b54a9	amd64	Windows	"Windows Server, version 2004"	5.0.0-preview.8	src/aspnet/5.0/nanoserver-2004/amd64/Dockerfile	dotnet/nightly/aspnet	2020-08-17 13.38.02.00
sha256:247e2f116a3fdc2c0a499700456960682182cc68be71b444c20ee224b7177bc3	amd64	Linux	Alpine 3.12	5.0.0-preview.7	src/runtime/5.0/alpine3.12/amd64/Dockerfile	dotnet/nightly/runtime	2020-06-30 00.27.55.00
sha256:24ae6f3798c7562b0d36e3915191657daa43f6a2ddf45cd9f53effa8a56a1964	arm64	Linux	Debian 10	5.0.0-preview.4	5.0/aspnet/buster-slim/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 15.44.18.00
sha256:2506921b3c1525c35cf6d32dbc49ac44450ba1a647a0363e64830fbf4839f905	arm32	Linux	Debian 9	2.1.19	src/runtime-deps/2.1/stretch-slim/arm32v7/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-30 00.27.25.00
sha256:252cd7c574fb866fc55cbd76524008fa5e0ea9f66473f8506d924ec232af04ba	arm64	Linux	Ubuntu 20.04	5.0.0-preview.7	src/runtime/5.0/focal/arm64v8/Dockerfile	dotnet/nightly/runtime	2020-06-29 20.47.48.00
sha256:252ce1741c84340f93bc2d8a568faa2487ede248d6be824123379aad2b7d2100	amd64	Linux	Ubuntu 20.04	3.1.5	src/runtime/3.1/focal/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-06-29 20.47.39.00
sha256:2567e2412a4f86efb0795aad6017a0fef33e4d591c43e459ebda3fd06639b0de	amd64	Windows	"Windows Server, version 1909"	5.0.0-preview.8	src/runtime/5.0/nanoserver-1909/amd64/Dockerfile	dotnet/nightly/runtime	2020-08-17 13.37.20.00
sha256:259dbc224ec7e48743174a276f4a4cde185727292b4af56204a050297e1729e0	arm64	Linux	Alpine 3.12	3.1.5	src/runtime/3.1/alpine3.12/arm64v8/Dockerfile	dotnet/core-nightly/runtime	2020-06-29 20.47.09.00
sha256:25d90bbeafffa90767a28e4c0bbde9bd0152ccd686a55e22b1b4713ed8bbde92	amd64	Linux	Alpine 3.12	2.1.19	src/runtime/2.1/alpine3.12/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-06-29 20.47.18.00
sha256:2651c895b9b9fecd8e84d617547cbdecb299be4c52bfcacd520e111b3e80beca	amd64	Linux	Ubuntu 20.04	3.1.3	3.1/aspnet/focal/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-08 21.35.48.00
sha256:26b33dcdf7690a28480f120a77d42942a7ac51b89ad233549b9dbcd41e0b7014	arm32	Linux	Debian 9	2.1.17	2.1/aspnet/stretch-slim/arm32v7/Dockerfile	dotnet/core-nightly/aspnet	2020-04-30 13.53.10.00
sha256:26f96240a690ed09a0e3f3a215e26bba5b701e842f2ae418326c264de701809d	arm64	Linux	Alpine 3.11	3.1.5	src/aspnet/3.1/alpine3.11/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-06-30 00.27.21.00
sha256:26fa96ca32e0fcbf65b37481c515681e88921d0e61ef94b278edf44a8ef1865c	amd64	Linux	Ubuntu 20.04	2.1.17	2.1/aspnet/focal/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 15.44.31.00
sha256:283f447bf24882a4fbe49e6391459a2133b60f8a16404b4d2219402fb4a2bac0	amd64	Linux	Debian 10	5.0.0-preview.7	src/runtime/5.0/buster-slim/amd64/Dockerfile	dotnet/nightly/runtime	2020-06-29 20.08.49.00
sha256:287edda57d79ccc9986a8e1f641814907bfba33bb10b536b1b21378c0b3d8e7d	amd64	Linux	Debian 10	5.0.100-preview.8	src/sdk/5.0/buster-slim/amd64/Dockerfile	dotnet/nightly/sdk	2020-08-18 13.03.06.00
sha256:29192d21da5ff0eea1bfbce0755de392c0a617e5471b45dfa393ca66ea0157d0	amd64	Linux	Ubuntu 18.04	3.1.5	src/runtime/3.1/bionic/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-06-30 00.27.57.00
sha256:295aa7e44eb10dc19c3df441c17761bd78c34dd288a2529d44b3fd02f4718435	amd64	Linux	Ubuntu 20.04	5.0.0-preview.8	src/aspnet/5.0/focal/amd64/Dockerfile	dotnet/nightly/aspnet	2020-08-17 13.36.45.00
sha256:29a6469d00992a7b246934bcfc37b03cdad7a009c9451662e69f0b94c3658cf1	amd64	Windows	"Windows Server, version 1909"	2.1.17	2.1/aspnet/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 13.37.04.00
sha256:2a92b4a48d29c92349f3bb6fb118ed890349c576928d2d0eeb18a069805e0442	amd64	Linux	Alpine 3.11	2.1.18	2.1/aspnet/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-15 21.36.20.00
sha256:2b7f2c50426cca48b82832bff4486593bfd9a9b5941e0f9b83bc8fcd42c94a70	amd64	Linux	Ubuntu 18.04	2.1.17	2.1/aspnet/bionic/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 13.37.24.00
sha256:2b814c0056701e1d39b7f22f1e6dbfabe3e63bdf081812a4d75f6344585f1d90	amd64	Windows	"Windows Server, version 1909"	2.1.17	2.1/aspnet/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-27 15.30.04.00
sha256:2c6ed579dbe8b7e4344554cca8742cdbae5b46c5f3af5851939b2b659c87b606	amd64	Linux	Alpine 3.11	5.0.0-preview.4	5.0/aspnet/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 17.58.05.00
sha256:2ce3f5210cc3f20f6f508c5e1ea097b221d9eeee4cfc476cb15b286cfe61bd78	amd64	Linux	Ubuntu 20.04	2.1.17	2.1/aspnet/focal/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-08 21.35.53.00
sha256:2d4e8e564e60c2bfefa43a1e4869b7c3d8d66fdfc7680d5c50f84e65af566810	arm32	Linux	Debian 10	5.0.100-preview.7	src/sdk/5.0/buster-slim/arm32v7/Dockerfile	dotnet/nightly/sdk	2020-06-29 20.51.16.00
sha256:2dabb152815a5568b624cbaf2a91dd5388e6dd7246e34e0ed0ed03a38ac1011b	amd64	Linux	Debian 9	2.1.19	src/runtime-deps/2.1/stretch-slim/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-29 20.47.24.00
sha256:2e799906ef97efb9e564103c7ec2eebff2718d7eeff7149ccb9b5823d037af7e	amd64	Linux	Debian 10	5.0.0-preview.8	src/aspnet/5.0/buster-slim/amd64/Dockerfile	dotnet/nightly/aspnet	2020-08-13 21.45.54.00
sha256:2f0c70c28b9cd8307b83160670979bdf3c2ca74348c5ab75c3665a345acde44d	arm64	Linux	Alpine 3.12	5.0.0-preview.7	src/runtime/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/runtime	2020-06-29 20.47.04.00
sha256:2f0fdaee4c252cd3fbd48ba6309bd04d4de7179a0537453eebd6743e046ced18	amd64	Windows	"Windows Server, version 1903"	2.1.18	2.1/aspnet/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-19 17.39.58.00
sha256:2f9038841d1cb7a88ce23d3ed7bbece4d77702826f3ba1e6af2cc11344957625	amd64	Linux	Ubuntu 18.04	2.1.18	2.1/aspnet/bionic/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-15 13.09.20.00
sha256:2fbb0d5e1eb7ae8a5357d367d2767a996797d297a39d4a5551b142663321970b	amd64	Linux	Debian 9	2.1.19	src/runtime/2.1/stretch-slim/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-06-29 20.47.34.00
sha256:311c49946f1af438833b2cb7fbf09824ac77461293f2b88a4bb09b761e3fa069	amd64	Windows	"Windows Server, version 1903"	2.1.17	2.1/aspnet/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-07 00.24.37.00
sha256:3265f5e18b84dd3ee86d932c65ad93c3fb1e6574a133cd5f984da5fd263fb6b3	arm64	Linux	Ubuntu 20.04	3.1.3	3.1/aspnet/focal/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-04-27 15.29.16.00
sha256:32c3d816820f4218c13ae2d794ea3e5d59f2eb5fcae9359d3cc4a99b7314a9a6	amd64	Windows	"Windows Server, version 1909"	2.1.18	2.1/aspnet/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-15 13.09.34.00
sha256:33c4092acd6c4fc2ffb11b4ed178e7e354db3b407cf02396967014f2a7027ab6	arm64	Linux	Alpine 3.12	5.0.0-preview.8	src/aspnet/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/aspnet	2020-08-17 13.36.10.00
sha256:3442898b4eda7e4d1a4b6222d4e29076c548e092f5570b5548ec365e50d467ac	amd64	Linux	Debian 10	3.1.301	src/sdk/3.1/buster/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-29 20.47.43.00
sha256:344a628178784413090fd872875773baaa24829f39d2bc3a14d646023ef957dc	arm64	Linux	Alpine 3.11	3.1.3	3.1/aspnet/alpine3.11/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 14.04.56.00
sha256:34fb72f16052160d46d863df9a1b2f4de638a88378fdd5246301ab07077cf2a1	amd64	Windows	Windows Server 2019	5.0.0-preview.4	5.0/aspnet/nanoserver-1809/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-27 15.30.25.00
sha256:351ca67627b87714e5869cae40bafaa9b6292251fcc80cded33d5914b9e888ea	arm64	Linux	Ubuntu 20.04	5.0.0-preview.8	src/aspnet/5.0/focal/arm64v8/Dockerfile	dotnet/nightly/aspnet	2020-08-18 13.04.03.00
sha256:359b336f33196b6adf0eed91aa05c356b85bbd8f59da50df4620309aba6658ff	arm64	Linux	Ubuntu 20.04	3.1.3	3.1/aspnet/focal/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 20.05.48.00
sha256:35e28da38ff77c42a6d921f7a20e3709018c396eeb2514f6cb843133a76d7ffa	amd64	Windows	Windows Server 2019	5.0.0-preview.8	src/aspnet/5.0/nanoserver-1809/amd64/Dockerfile	dotnet/nightly/aspnet	2020-08-18 13.02.55.00
sha256:364ccb09585ab89ea1f3676a83d46b7182a09ce4624677c15781be5c72e6b407	arm64	Linux	Alpine 3.12	5.0.0-preview.8	src/runtime/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/runtime	2020-08-17 13.35.58.00
sha256:36802492e57af47b45ef96c5416cd46a49dd55404c8d9b98adb2637de9cb6d0d	amd64	Linux	Debian 9	2.1.807	src/sdk/2.1/stretch/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-30 00.30.18.00
sha256:37281758378110c5f3643956668ffbad984a72b6761edefbd9cf6635ecac1e1e	arm32	Linux	Debian 10	5.0.0-preview.4	5.0/aspnet/buster-slim/arm32v7/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 14.09.12.00
sha256:3750dea2add4214a1fe247a622682be1184ab08a2d1e72664d51879f3da5197d	amd64	Linux	Debian 10	3.1.301	src/sdk/3.1/buster/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-30 00.27.41.00
sha256:37c0449d7e604522b2ae70df4b7892b365870f3e8b9e79f051c9e3490db8e879	arm64	Linux	Ubuntu 18.04	3.1.5	src/runtime/3.1/bionic/arm64v8/Dockerfile	dotnet/core-nightly/runtime	2020-06-30 00.27.53.00
sha256:3804d949241593dd1190e1dc68e9bee96ae5c22377279031f2ba4d3d59553787	amd64	Windows	"Windows Server, version 1903"	5.0.100-preview.8	src/sdk/5.0/nanoserver-1903/amd64/Dockerfile	dotnet/nightly/sdk	2020-08-17 13.41.09.00
sha256:386b52c52caf632303cf0a4c1a7cca08dc36621229d989dc776d03d8807547af	arm32	Linux	Debian 10	5.0.0-preview.7	src/runtime-deps/5.0/buster-slim/arm32v7/Dockerfile	dotnet/nightly/runtime-deps	2020-06-29 20.49.52.00
sha256:387acd9e23d6aeafc6084ec98d4938fb98c455bd219b1b8e183cacae45f83fe2	arm64	Linux	Debian 10	5.0.100-preview.7	src/sdk/5.0/buster-slim/arm64v8/Dockerfile	dotnet/nightly/sdk	2020-06-30 00.32.06.00
sha256:39528e3ea34a3984bcbb8222cf2d4eaebd3e5a3c0c68dd5ac3bdf524a8aebf2f	amd64	Windows	"Windows Server, version 1909"	3.1.3	3.1/aspnet/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 13.37.11.00
sha256:39b17034e46cd46c5f25be6b980eec20cf4c2289d51e1cfdcc167922282951d0	arm64	Linux	Ubuntu 18.04	3.1.5	src/aspnet/3.1/bionic/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-06-30 00.27.58.00
sha256:3a11d56f62c7f6485625a2281dfb2603e28e8933388de2d1404d6a0fb8765b27	amd64	Linux	Debian 10	3.1.4	3.1/aspnet/buster-slim/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-12 22.19.25.00
sha256:3a4536cd9480178f78fd80466244c69fbcefb1bbd7cd9eebb1f396d130cb17cc	arm64	Linux	Debian 10	5.0.0-preview.7	src/aspnet/5.0/buster-slim/arm64v8/Dockerfile	dotnet/nightly/aspnet	2020-06-30 00.30.58.00
sha256:3a8bb003215ed22f478cf18fdcc14381a9becc09efbd745083e67a0843539415	arm64	Linux	Alpine 3.11	3.1.3	3.1/aspnet/alpine3.11/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-05-08 21.35.30.00
sha256:3b739c479653355de5576c4cf653f3b7865c89d79e57e24d91ab408a8faa3c19	arm32	Linux	Ubuntu 18.04	2.1.807	src/sdk/2.1/bionic/arm32v7/Dockerfile	dotnet/core-nightly/sdk	2020-06-29 20.52.19.00
sha256:3be9462b0bb3ae0d5a4de2484db4eb79dd9242cd4f039d6440406f82da7431ee	amd64	Linux	Debian 10	3.1.3	3.1/aspnet/buster-slim/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 17.58.16.00
sha256:3ca73fe557608792473a97d03ad5e488ce135cb36eb466b389201701e42e45eb	arm64	Linux	Debian 10	3.1.5	src/runtime/3.1/buster-slim/arm64v8/Dockerfile	dotnet/core-nightly/runtime	2020-06-29 20.47.44.00
sha256:3cc1816c35c4b3996db6acffc3415fe535ef6b8479dfab810cc7615b47b86081	arm64	Linux	Ubuntu 20.04	5.0.0-preview.7	src/aspnet/5.0/focal/arm64v8/Dockerfile	dotnet/nightly/aspnet	2020-06-30 00.30.52.00
sha256:3d141e1d482909b0b340976e672ba4ba235dd6e4868700ebb120f89f2d1638af	arm64	Linux	Debian 10	5.0.0-preview.8	src/runtime/5.0/buster-slim/arm64v8/Dockerfile	dotnet/nightly/runtime	2020-08-18 13.03.37.00
sha256:3d66c3456bea0cde6b7303a61d475654bc08cbdc67e926ce1e9b1fa347e9bec5	amd64	Linux	Debian 10	5.0.0-preview.7	src/runtime/5.0/buster-slim/amd64/Dockerfile	dotnet/nightly/runtime	2020-06-30 00.28.25.00
sha256:3dadccbd8551b8df0b34f46a6da10919a21c42187e5ea29355fd283d9849fcc2	amd64	Linux	Ubuntu 20.04	2.1.19	src/runtime-deps/2.1/focal/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-29 20.47.30.00
sha256:3e0390872402bf7f1f682fffadba3688b94246d26115a98a43e2882444db9be8	amd64	Windows	Windows Server 2019	5.0.100-preview.7	src/sdk/5.0/nanoserver-1809/amd64/Dockerfile	dotnet/nightly/sdk	2020-06-30 00.31.05.00
sha256:3e040c5cae61b01b18125d1188101a9b98bb9e0574ba430027b9433146fb12ff	amd64	Linux	Ubuntu 20.04	3.1.3	3.1/aspnet/focal/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-07 00.24.14.00
sha256:3eb5a32098d1b226f8b9f0ffff6146eb21005977afaf29283d007ff6ccef9a8c	amd64	Linux	Ubuntu 20.04	3.1.4	3.1/aspnet/focal/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-12 22.19.31.00
sha256:3f6885fe415c7db3d1325fad147473ed0183510d137c7813842cea5fd4044f2e	amd64	Linux	Ubuntu 18.04	3.1.5	src/runtime-deps/3.1/bionic/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-29 20.47.30.00
sha256:3f6e2e0b4169aded49178649d22ef3c400218b9d150ff6d7f02a620f28aceab1	amd64	Windows	"Windows Server, version 1909"	5.0.0-preview.8	src/aspnet/5.0/nanoserver-1909/amd64/Dockerfile	dotnet/nightly/aspnet	2020-08-18 13.02.43.00
sha256:3f9bfa93dd4144c0d4f25ccad0c7217dc7b5356ba0b3650662bd80426290c3e2	arm64	Linux	Debian 10	5.0.0-preview.4	5.0/aspnet/buster-slim/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 17.57.38.00
sha256:41dd6df23e9d99cfff0a71fbb4e957bc7d4563e181372b2fe762663cdbbe0f07	arm32	Linux	Debian 10	5.0.0-preview.7	src/runtime/5.0/buster-slim/arm32v7/Dockerfile	dotnet/nightly/runtime	2020-06-29 20.50.06.00
sha256:42495419e0936a071efa62ab9e63107ecd34f5dcfa66dd228de399af099f8d98	amd64	Windows	"Windows Server, version 1903"	5.0.0-preview.4	5.0/aspnet/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-28 17.59.20.00
sha256:4263a97aee0f05334f4b658eca95ed3e667d17241b041da871de51283b1893da	amd64	Linux	Ubuntu 20.04	5.0.0-preview.4	5.0/aspnet/focal/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 14.05.29.00
sha256:429e322c2e6271e011c7b2575c505d31a8fd684d531cdc8eecea10537fc12308	amd64	Windows	"Windows Server, version 1909"	3.1.3	3.1/aspnet/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-04-29 14.05.36.00
sha256:42bab3a97a16079ea4c3179308c6c8b866a34c0f221cc3a7e52d069a176648a2	arm32	Linux	Debian 10	5.0.0-preview.8	src/aspnet/5.0/buster-slim/arm32v7/Dockerfile	dotnet/nightly/aspnet	2020-08-18 13.02.53.00
sha256:4317e844b826aece2f12369b802746c1a92e4d6cb8d792a28212f9d62e36d36a	amd64	Linux	Ubuntu 20.04	5.0.0-preview.8	src/runtime/5.0/focal/amd64/Dockerfile	dotnet/nightly/runtime	2020-08-17 13.36.33.00
sha256:43ce53358aa55b8d2662d81aa35dc49dfa36cb611764c13a167d08661bfd4463	amd64	Linux	Alpine 3.12	5.0.100-preview.7	src/sdk/5.0/alpine3.12/amd64/Dockerfile	dotnet/nightly/sdk	2020-06-30 00.28.38.00
sha256:448968b19bffaeb7926a532cab0ad1cbf901e164b8208625ca12ff80219ad71b	amd64	Windows	"Windows Server, version 1909"	3.1.4	3.1/aspnet/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-12 22.21.01.00
sha256:449faa5e9df604208cf132d08f4c817d3e3328056c090b4483359b9ad572702f	arm64	Linux	Ubuntu 18.04	3.1.5	src/runtime-deps/3.1/bionic/arm64v8/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-30 00.27.26.00
sha256:44ddd4fa66240c785982bae7de648042cc0be1856111ef2f6a7b2cc3f717ade3	arm64	Linux	Alpine 3.12	5.0.0-preview.8	src/runtime-deps/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/runtime-deps	2020-08-17 13.35.43.00
sha256:45186d8430f62ffa12376ee2e18e9c188f321d908b505619fb643a41b323ce34	arm64	Linux	Alpine 3.12	5.0.0-preview.8	src/runtime-deps/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/runtime-deps	2020-08-13 21.43.59.00
sha256:45eaf844c55a6d84dcf84dbbfdbcf2cadcfb3699b061793a5d7d47ce315461c8	arm64	Linux	Ubuntu 18.04	3.1.301	src/sdk/3.1/bionic/arm64v8/Dockerfile	dotnet/core-nightly/sdk	2020-06-29 20.49.36.00
sha256:46556b85649c809a9473abe9cade83f8dad2443a4ac4f0d2a771feddbfa7d02e	arm64	Linux	Alpine 3.11	3.1.5	src/aspnet/3.1/alpine3.11/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-06-29 20.47.19.00
sha256:46568a2001f153881ed5787462c251dd2445110d48f14d622c4e35fc3b3a84e4	amd64	Linux	Ubuntu 18.04	2.1.18	2.1/aspnet/bionic/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-05-15 21.36.49.00
