Image	Arch	OS	OsVersion	ProductVersion	Dockerfile	Repository	BuildTimestamp
sha256:0f643690be22be5105f7d73eb7cb65231175f8f431de4b73482f1e3f2d57a9c0	amd64	Linux	Ubuntu 20.04	5.0.0-preview.7	src/runtime/5.0/focal/amd64/Dockerfile	dotnet/nightly/runtime	2020-06-29 14.50.30.00
sha256:0f66ed4c39dae43ea861909fe1878f76303fbc9c4a5ac0668be5176b9ab6a873	amd64	Linux	Ubuntu 20.04	3.1.5	src/runtime/3.1/focal/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-06-30 14.04.52.00
sha256:0f68c8291fb61eb49eca458498a7133d480576bf04db77d8d0c77c72309d8395	amd64	Linux	Alpine 3.11	5.0.0-preview.4	5.0/runtime-deps/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-04-29 14.05.21.00
sha256:0f6a91604b6c7372def1c89e7099caa196a7fbf924ea63581291ee214961073f	amd64	Windows	"Windows Server, version 2004"	3.1.10	src/aspnet/3.1/nanoserver-2004/amd64/Dockerfile	dotnet/nightly/aspnet	2020-11-10 18.20.48.00
sha256:0f6a91604b6c7372def1c89e7099caa196a7fbf924ea63581291ee214961073f	amd64	Windows	"Windows Server, version 2004"	3.1.10	src/aspnet/3.1/nanoserver-2004/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-11-10 18.20.48.00
sha256:0f6ba8534a27988eee3629c95c3b03cf0b0bc9d93fcc53c2ce4fc12e86245ab5	amd64	Windows	"Windows Server, version 1903"	3.1.301	src/sdk/3.1/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-22 16.12.19.00
sha256:0f6c176a65584f2ba91b537b3bba6f100586cac005940a759b42ff3957a96cbd	amd64	Windows	"Windows Server, version 1903"	2.1.21	src/runtime/2.1/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-08-28 18.46.00.00
sha256:0f6dae5264d7ed8641d243b565e62cc495218de2ba348110696d000591eaf1a8	arm64	Linux	Ubuntu 18.04	3.1.6	src/aspnet/3.1/bionic/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-07-31 13.47.53.00
sha256:0f70962f1efd4c1e028ecd6022a71d29dfc4102aa57dbb18fd099d467f644261	amd64	Linux	Alpine 3.11	3.1.7	src/runtime/3.1/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-08-13 14.16.25.00
sha256:0f710ab828e7e5e0dca775f7caa3b88b3bebfa8e77105b3438e2576620f20dbd	amd64	Linux	Alpine 3.12	2.1.807	src/sdk/2.1/alpine3.12/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-26 19.55.19.00
sha256:0f710ab828e7e5e0dca775f7caa3b88b3bebfa8e77105b3438e2576620f20dbd	amd64	Linux	Alpine 3.12	2.1.807	src/sdk/2.1/alpine3.12/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-26 19.55.19.00
sha256:0f74668bee360bd81587c86ab1eb03bd523537e55abe26b1eee64214d9310837	arm64	Linux	Ubuntu 20.04	3.1.3	3.1/runtime-deps/focal/arm64v8/Dockerfile	dotnet/core-nightly/runtime-deps	2020-05-07 00.24.26.00
sha256:0f7794b42fddc282b5faa0604bd44576ee97909250c2534ccd63a537cad5523d	amd64	Linux	Debian 10	5.0.101	src/sdk/5.0/buster-slim/amd64/Dockerfile	dotnet/nightly/sdk	2020-12-16 13.51.55.00
sha256:0f7794b42fddc282b5faa0604bd44576ee97909250c2534ccd63a537cad5523d	amd64	Linux	Debian 10	5.0.101	src/sdk/5.0/buster-slim/amd64/Dockerfile	dotnet/nightly/sdk	2020-12-16 13.51.55.00
sha256:0f793da38c40e036a37ca8ef446f37bde2a5c45b7d522ed21f2e1bf642ed40c4	arm64	Linux	Ubuntu 18.04	3.1.302	src/sdk/3.1/bionic/arm64v8/Dockerfile	dotnet/core-nightly/sdk	2020-08-06 13.54.28.00
sha256:0f794ed84ab51a5d2e6fbf11998bb405e8aeb4527802172e4174bea1950f0f0e	amd64	Windows	"Windows Server, version 2004"	2.1.18	2.1/runtime/nanoserver-2004/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-05-28 13.56.20.00
sha256:0f83f34885a6f58e11b3f608453a3c724b19ce71c65481ef2eac657c0f0b6d8a	arm32	Linux	Debian 9	2.1.807	src/sdk/2.1/stretch/arm32v7/Dockerfile	dotnet/core-nightly/sdk	2020-06-23 18.57.06.00
sha256:0f8b4233b26ef91a768661c651837d49445f226885c93c1f474eb6f661d0b3f2	arm64	Linux	Debian 10	3.1.201	3.1/sdk/buster/arm64v8/Dockerfile	dotnet/core-nightly/sdk	2020-04-29 13.39.19.00
sha256:0f918fe78ebaa8100b0aee689dc0efca8f9126a2c93daf975b581feaacd0412a	arm64	Linux	Debian 10	3.1.5	src/aspnet/3.1/buster-slim/arm64v8/Dockerfile	dotnet/core-nightly/aspnet	2020-06-23 18.52.59.00
sha256:0f93c914844f51b0f8676e9dc0642c2514843492a3eb5b3f82f8ef4d58296cb5	arm32	Linux	Debian 10	3.1.5	src/runtime/3.1/buster-slim/arm32v7/Dockerfile	dotnet/core-nightly/runtime	2020-07-01 13.58.18.00
sha256:0f97582fc04d8c114bb040d9f4f43617039ef71b4195ca8311e5f9bb45bb87d0	arm64	Linux	Ubuntu 18.04	3.1.3	3.1/runtime-deps/bionic/arm64v8/Dockerfile	dotnet/core-nightly/runtime-deps	2020-05-08 21.35.36.00
sha256:0fa36f07fb3b38ec12c271759b2195a27b23b890172b8efa562c28487fc2b052	amd64	Linux	Debian 10	3.1.7	src/runtime-deps/3.1/buster-slim/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-08-17 14.41.51.00
sha256:0faa07a1cf9e82fe163dc0f072e16574feb9748377d2a049d8d526114086483b	amd64	Linux	Debian 9	2.1.20	src/runtime-deps/2.1/stretch-slim/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-07-31 13.45.11.00
sha256:0fadb42dc3d93954f137fd22884d6528b47a3000479b6489fbf3d7b549339e7f	amd64	Linux	Ubuntu 18.04	2.1.18	2.1/aspnet/bionic/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-06-04 17.02.34.00
sha256:0fb8eed0ff47ae6da70977b4c8ebb78b632d55775a7777b1034b3d201f0a3324	amd64	Windows	"Windows Server, version 1903"	5.0.0-preview.8	src/runtime/5.0/nanoserver-1903/amd64/Dockerfile	dotnet/nightly/runtime	2020-08-25 17.57.50.00
sha256:0fb9cc5e17aee5fc684164c75453fa81c0e1d8b1c41b2ac04510432afe74d3c1	amd64	Linux	Debian 9	2.1.19	src/runtime-deps/2.1/stretch-slim/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-18 21.16.56.00
sha256:0fba82bc8f2b5fc824c4898259964b74bbf62cbfba8f7436e7c8819d61093eb8	arm64	Linux	Debian 10	5.0.100-preview.4	5.0/sdk/buster-slim/arm64v8/Dockerfile	dotnet/core-nightly/sdk	2020-04-28 20.09.52.00
sha256:0fbb7ce98b27472e30ae73c443a1b08b2095f65557ea6d9e134471cf9d5f0ec3	arm64	Linux	Alpine 3.12	5.0.0-preview.7	src/runtime-deps/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/runtime-deps	2020-07-17 14.19.27.00
sha256:0fbdb457accb812a2660236292fcfc136f9956cffd7ead3714bf5c1208bf14b6	arm64	Linux	Ubuntu 18.04	3.1.5	src/runtime/3.1/bionic/arm64v8/Dockerfile	dotnet/core-nightly/runtime	2020-06-30 14.04.36.00
sha256:0fbe15122f8d43b2b59ba88f0c4d078adca9361e66a1a773a6232355a939cff6	amd64	Windows	"Windows Server, version 1903"	5.0.0-preview.7	src/aspnet/5.0/nanoserver-1903/amd64/Dockerfile	dotnet/nightly/aspnet	2020-08-14 14.53.48.00
sha256:0fc05782097f08d6a7415f2f809b61f0ec80690830fc37a35a7869a565fd807f	arm64	Linux	Debian 10	3.1.5	3.1/runtime-deps/buster-slim/arm64v8/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-11 21.51.58.00
sha256:0fc1f74254255286dcd65cbdb4676ec85a351b1e2cc402c82724ddcbe7346c9f	arm64	Linux	Ubuntu 18.04	3.1.5	src/runtime-deps/3.1/bionic/arm64v8/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-23 21.25.09.00
sha256:0fc48f3712d11c9ddc64206f96c865caa14403060746932cf7eda481f4e3788f	amd64	Windows	"Windows Server, version 1903"	2.1.805	2.1/sdk/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-04-29 14.09.45.00
sha256:0fc8269e6da3736c84207d49d3cbdb7aa68dbf83022d84fe57855bf696d25170	amd64	Windows	"Windows Server, version 1909"	2.1.19	src/aspnet/2.1/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-06-29 20.49.12.00
sha256:0fca63c2c1d576f365f81bc1723dc6a9e1a811971bef1932885778ad9f4855a6	amd64	Linux	Alpine 3.12	2.1.19	src/aspnet/2.1/alpine3.12/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-06-26 14.13.08.00
sha256:0fd0fa06f78e50bdace230f094d3a809cd1e94a142e491e1602129d1be0e2d24	amd64	Windows	"Nano Server, version 20H2"	3.1.405	src/sdk/3.1/nanoserver-20H2/amd64/Dockerfile	dotnet/nightly/sdk	2021-01-20 13.43.43.00
sha256:0fd0fa06f78e50bdace230f094d3a809cd1e94a142e491e1602129d1be0e2d24	amd64	Windows	"Nano Server, version 20H2"	3.1.405	src/sdk/3.1/nanoserver-20H2/amd64/Dockerfile	dotnet/core-nightly/sdk	2021-01-20 13.43.43.00
sha256:0fd241e2d0b20f56a96af9074c9e5154789985fae61ca451b1648286313f8e3c	amd64	Linux	Alpine 3.11	2.1.20	src/aspnet/2.1/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-08-10 16.39.15.00
sha256:0fd89a0334801cd9e8839de48f21c12f9c1c411c0d5cab39c1ab72bb7bcaf1e1	amd64	Windows	"Nano Server, version 1909"	2.1.24	src/aspnet/2.1/nanoserver-1909/amd64/Dockerfile	dotnet/nightly/aspnet	2021-01-13 18.19.35.00
sha256:0fd89a0334801cd9e8839de48f21c12f9c1c411c0d5cab39c1ab72bb7bcaf1e1	amd64	Windows	"Nano Server, version 1909"	2.1.24	src/aspnet/2.1/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2021-01-13 18.19.35.00
sha256:0fdd131c8e887512429b038d2eb94b0e63e4af52611b6f3ad132bd4645e0ed3c	amd64	Linux	Ubuntu 20.04	3.1.201	3.1/sdk/focal/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-04-28 15.44.26.00
sha256:0fdf6ef0f08d8eb77f7a1da29324350a59f93b1f74b22e366d39c6d1ea142998	amd64	Linux	Ubuntu 18.04	3.1.5	src/aspnet/3.1/bionic/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-07-01 13.59.15.00
sha256:0fe029cf15b098a9324003c805c897fd206d693e0e4f74e97fe0c88aff9ab3df	arm64	Linux	Debian 10	5.0.0-preview.4	5.0/runtime/buster-slim/arm64v8/Dockerfile	dotnet/nightly/runtime	2020-05-15 21.36.43.00
sha256:0fe0901b20453f0a1af56e1ff694cf776d05f91f5b381490966186dbc73684df	amd64	Windows	"Windows Server, version 1909"	3.1.6	src/runtime/3.1/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-08-04 14.55.23.00
sha256:0fe32a199581c217017db38522ed8e34b9410662588a6cc8f9ee7910563ed382	amd64	Linux	Alpine 3.11	5.0.0-preview.4	5.0/runtime-deps/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-04-28 20.04.52.00
sha256:0fe8356e16d3ff2a110c9e9e0d8c4c304992ef7d889c4b22dc49ba85ab498b45	amd64	Linux	Ubuntu 18.04	3.1.201	3.1/sdk/bionic/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-04-29 13.37.27.00
sha256:0fe8358e2dfabdb17e28ce7aa858a2bb5f84aa685b7a6468ef5e88309e443e35	amd64	Windows	"Windows Server, version 1909"	2.1.807	src/sdk/2.1/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-30 16.26.35.00
sha256:0ff3b20096dd2c9212a5ff277599d1046a1e4a743bd36f418f9f67dbaf27836f	amd64	Linux	Alpine 3.12	2.1.809	src/sdk/2.1/alpine3.12/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-08-18 16.02.31.00
sha256:0ff4b941bc0b10bfcc333c62090c97bd42f5e99b1faeaeaa0044cd59b6765f75	amd64	Linux	Ubuntu 18.04	3.1.5	src/runtime-deps/3.1/bionic/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-18 21.17.10.00
sha256:0ff527b9eafeef9fabd60a7d4e021c755b88585454616428eecb27a408812ecb	arm32	Linux	Ubuntu 20.04	3.1.7	src/aspnet/3.1/focal/arm32v7/Dockerfile	dotnet/core-nightly/aspnet	2020-09-04 15.21.55.00
sha256:0ff636d1b9ed77382af7baa1eb382986f332f3f742c5099ff58684944dc265f6	amd64	Linux	Debian 10	5.0.101	src/sdk/5.0/buster-slim/amd64/Dockerfile	dotnet/nightly/sdk	2021-01-09 00.23.16.00
sha256:0ff636d1b9ed77382af7baa1eb382986f332f3f742c5099ff58684944dc265f6	amd64	Linux	Debian 10	5.0.101	src/sdk/5.0/buster-slim/amd64/Dockerfile	dotnet/nightly/sdk	2021-01-09 00.23.16.00
sha256:0ff96e085572f41f8d78bd7fed88d8c953ce7bb9db380e8ec275ca988dabff7a	amd64	Linux	Alpine 3.11	2.1.19	src/runtime/2.1/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-07-10 14.30.39.00
sha256:0ff9effdef98a39da453ff3638a056040e780db9e3c66838d85ccd963b177a38	amd64	Windows	"Windows Server, version 2004"	5.0.0-preview.7	src/runtime/5.0/nanoserver-2004/amd64/Dockerfile	dotnet/nightly/runtime	2020-08-04 12.44.34.00
sha256:1002512de564f50b287e69507bf12dee28cecc40923900c3c1de44624612e616	amd64	Linux	Alpine 3.12	2.1.21	src/runtime/2.1/alpine3.12/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-08-11 19.50.38.00
sha256:1005e65ab51856e74c33662cb82ed612fa90430727f90598faf4f6cd3f15242d	amd64	Linux	Ubuntu 18.04	2.1.807	2.1/sdk/bionic/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-15 14.04.08.00
sha256:1007f81cc9938b4ed0138e00f3eb1d072c733db32244fe913e11e640926f6b60	amd64	Linux	Ubuntu 20.04	5.0.100-preview.7	src/sdk/5.0/focal/amd64/Dockerfile	dotnet/nightly/sdk	2020-07-22 21.09.06.00
sha256:100dcb1ff28c181061e28485f5baf704d65ee73f022b93dc3810e25a2a442803	arm64	Linux	Alpine 3.12	5.0.0-preview.7	src/aspnet/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/aspnet	2020-07-09 14.03.35.00
sha256:100fbfbead3e753eb2e5c1ffe164fd34b6975ae1a32a4e866ec7c6aa8aaaa494	arm64	Linux	Alpine 3.12	3.1.7	src/runtime/3.1/alpine3.12/arm64v8/Dockerfile	dotnet/core-nightly/runtime	2020-08-25 17.58.18.00
sha256:102a96b36482797d4a84552a57cd41057d5d498e0ccfce45587bb23fc3bc0e78	arm32	Linux	Debian 9	2.1.23	src/runtime/2.1/stretch-slim/arm32v7/Dockerfile	dotnet/nightly/runtime	2020-10-27 22.59.34.00
sha256:102a96b36482797d4a84552a57cd41057d5d498e0ccfce45587bb23fc3bc0e78	arm32	Linux	Debian 9	2.1.23	src/runtime/2.1/stretch-slim/arm32v7/Dockerfile	dotnet/core-nightly/runtime	2020-10-27 22.59.34.00
sha256:102c30a8b716c26fdd5970342b4772d6ec194dd841ff7dfb24bd9382ce7e1e39	amd64	Windows	Windows Server 2019	5.0.0-preview.4	5.0/runtime/nanoserver-1809/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-04-27 15.29.54.00
sha256:1030852bac956f083f24742e929296db96d32985585d14dc4364eda2da36cbc0	amd64	Linux	Ubuntu 18.04	3.1.7	src/runtime/3.1/bionic/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-08-11 19.51.08.00
sha256:103269753d42b198c0872c617db69b5abdc4a7b3d7f90cafa38a820c645b242e	arm32	Linux	Ubuntu 18.04	2.1.806	2.1/sdk/bionic/arm32v7/Dockerfile	dotnet/core-nightly/sdk	2020-06-03 21.28.58.00
sha256:1032d643f6263a894a266c4e102cbbacbaf6ea3b2f610b00c08ea10a207d27ba	amd64	Linux	Alpine 3.11	3.1.5	src/runtime/3.1/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-07-08 15.22.59.00
sha256:1035ab7768066c12d033c04dad7c3f9bd0a4fd445b82a7f1c33cfda950319b48	amd64	Windows	"Windows Server, version 2004"	2.1.21	src/runtime/2.1/nanoserver-2004/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-08-13 14.15.50.00
sha256:103b3a802a5c99de93c5a1c580ab5f762ecebb9142a880b14818c6064188d6d3	arm64	Linux	Alpine 3.12	3.1.6	src/runtime-deps/3.1/alpine3.12/arm64v8/Dockerfile	dotnet/core-nightly/runtime-deps	2020-07-22 15.24.50.00
sha256:103dbc396115648c80f62f23c76fad534e6e6755528d27924f9c5d5050d287f7	amd64	Linux	Alpine 3.11	3.1.6	src/runtime-deps/3.1/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-07-30 14.09.59.00
sha256:104f8851a659375d00b5ce2a7874cf6c0865e095d5b98f33aff42d56035dcc99	amd64	Windows	"Windows Server, version 1903"	3.1.5	src/aspnet/3.1/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-07-08 14.32.26.00
sha256:106083a966d35ea95864ce17e8939d7b5ede3a58d650d312125c8ca083d3193d	arm64	Linux	Debian 10	3.1.300	3.1/sdk/buster/arm64v8/Dockerfile	dotnet/core-nightly/sdk	2020-05-19 17.38.16.00
sha256:106f272c0487c8f0cbbffd3183b5b3181d4d613e105105a2fc272a52913e778e	amd64	Linux	Alpine 3.11	2.1.807	2.1/sdk/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-12 13.04.08.00
sha256:1071fe1bbe6bd71c96275ff6d385f998480a752b965ffc272d4e9830d24f1814	arm32	Linux	Debian 9	2.1.809	src/sdk/2.1/stretch/arm32v7/Dockerfile	dotnet/core-nightly/sdk	2020-08-11 19.55.19.00
sha256:1076016b03c2a24740361182105026a28789a928996cd11dd7fd7f81662a1adb	amd64	Linux	Debian 9	2.1.21	src/runtime-deps/2.1/stretch-slim/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-08-14 14.53.06.00
sha256:108a5ca09ff1b1cdb040bf7735200c60b584e3c24d386227883a7bf846584d67	amd64	Windows	"Windows Server, version 2004"	2.1.808	src/sdk/2.1/nanoserver-2004/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-07-23 20.15.24.00
sha256:108b1deee30ee058e2b1bc51ea94639b902e1c9e63113c96141f9721f2b4c7a2	amd64	Windows	Windows Server 2019	2.1.807	src/sdk/2.1/nanoserver-1809/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-07-08 15.26.06.00
sha256:108b91e5667e31c672298d737b946ba5403f70a373f96dd8a05474f8622268cc	amd64	Linux	Ubuntu 20.04	3.1.401	src/sdk/3.1/focal/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-09-04 15.16.04.00
sha256:108df72bf8333b7475c81b02f6e21ad6fce5f54ca1502b1ed547733b0f14d26f	amd64	Linux	Alpine 3.12	3.1.6	src/runtime/3.1/alpine3.12/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-07-22 21.07.41.00
sha256:1090a65a0b66659580304dbcf1ac2a7e2848e000e40b3bf9d5c4d6d4a20fbb76	amd64	Linux	Alpine 3.12	2.1.811	src/sdk/2.1/alpine3.12/amd64/Dockerfile	dotnet/nightly/sdk	2021-01-06 14.02.05.00
sha256:1090a65a0b66659580304dbcf1ac2a7e2848e000e40b3bf9d5c4d6d4a20fbb76	amd64	Linux	Alpine 3.12	2.1.811	src/sdk/2.1/alpine3.12/amd64/Dockerfile	dotnet/core-nightly/sdk	2021-01-06 14.02.05.00
sha256:109193c15f420acb5f145b7bb40c468eca1ab2801d58f26806802bba2f3a48e0	amd64	Linux	Alpine 3.11	2.1.21	src/runtime/2.1/alpine3.11/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-08-25 17.56.17.00
sha256:1093fc5ebeb666d6a2012d8d6e8b4f1d4e5303ecc6a6f7777f5b6d3cb2f9d8b5	amd64	Linux	Alpine 3.12	5.0.100-preview.5	5.0/sdk/alpine3.12/amd64/Dockerfile	dotnet/nightly/sdk	2020-06-09 19.21.07.00
sha256:1094bab27145c6956bc048277291b8dab4213af611e8828885fa6c3c90774662	amd64	Windows	"Windows Server, version 2004"	5.0.100	src/sdk/5.0/nanoserver-2004/amd64/Dockerfile	dotnet/nightly/sdk	2020-11-10 15.53.25.00
sha256:1094c9ce04bb4bda726cf8ce9ef777f2e649f1bb3df923b1deb0198722fec53b	arm32	Linux	Debian 10	5.0.0-preview.5	5.0/runtime-deps/buster-slim/arm32v7/Dockerfile	dotnet/nightly/runtime-deps	2020-06-01 14.13.09.00
sha256:109522a7d251aaf1d5345e1b88a54ce3e76a1508b90144fb9afd26a753cb7c09	amd64	Linux	Alpine 3.12	2.1.19	src/aspnet/2.1/alpine3.12/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-06-19 13.53.13.00
sha256:109564515d11742e38d7dce306728e7be9db488d5b4a8e3ec50b9fee2cea9b67	amd64	Windows	Windows Server 2019	5.0.100	src/sdk/5.0/nanoserver-1809/amd64/Dockerfile	dotnet/nightly/sdk	2020-10-22 21.06.24.00
sha256:109ae8a3060c3da8f76cd86e99d62b977548c19eeedd10bd5004d3167c00f760	amd64	Windows	"Windows Server, version 2004"	2.1.807	sdk/2.1/nanoserver-2004/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-06-15 15.08.23.00
sha256:109dac05b9e8d50fb5b6cbc2657aec02e2a68ce6fad99f91c27d58d098c0409e	amd64	Linux	Ubuntu 20.04	3.1.6	src/runtime-deps/3.1/focal/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-08-04 14.55.42.00
sha256:10a1237079830a4c15aefd57929c5bfd6c61a7e3db846f0f35f203bb612c1f74	amd64	Windows	"Windows Server, version 1909"	3.1.3	3.1/runtime/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-04-30 13.53.44.00
sha256:10a1777218380725c032bf7fd12d8dea83ffbaa49150d98fc98224440bf24073	amd64	Windows	"Windows Server, version 1903"	2.1.806	2.1/sdk/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-05-19 17.42.16.00
sha256:10aa2c5dfc9f0e87d52abe1cf43e2d9a23f88941f4b6c79cd753d83fb3453046	arm32	Linux	Debian 10	5.0.0-rc.2	src/runtime/5.0/buster-slim/arm32v7/Dockerfile	dotnet/nightly/runtime	2020-09-18 14.38.39.00
sha256:10ab97959edde6604f9e7c23142616115c6251ebe1127f86860b6493a7a5c28f	arm64	Linux	Alpine 3.12	5.0.0-preview.7	src/aspnet/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/aspnet	2020-08-17 14.41.41.00
sha256:10af0c53b036471f200edf88f0a5a4e58ca003744b4c228888cf5a249b2c9833	amd64	Windows	"Windows Server, version 1903"	2.1.19	src/aspnet/2.1/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-07-10 14.31.57.00
sha256:10b5e3f6fa716e2d6605e5a0cdf86954a67606f367903bc3a57022858f7f3cad	amd64	Windows	"Windows Server, version 1903"	2.1.19	src/aspnet/2.1/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-07-08 15.22.32.00
sha256:10b7c0c78f7cd7031271771ce56335d871b09b5dcd0e7f351893306f23b84268	arm32	Linux	Ubuntu 20.04	5.0.0	src/runtime/5.0/focal/arm32v7/Dockerfile	dotnet/nightly/runtime	2020-11-27 22.21.07.00
sha256:10b8fe656bb17c4e408e70cb38cc6944eaae15989dd6c4fbc2aac5f0bd40abdf	amd64	Windows	"Windows Server, version 1903"	3.1.302	src/sdk/3.1/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/sdk	2020-07-22 21.10.40.00
sha256:10bae0db1ba5c349ec3f928569228147b3aa4268d78837c29281ee88aeb76b23	amd64	Linux	Ubuntu 20.04	3.1.5	src/runtime-deps/3.1/focal/amd64/Dockerfile	dotnet/core-nightly/runtime-deps	2020-06-23 18.52.42.00
sha256:10bc966595741678845174b9c04ec449dcac3098b70b89f116422d3371cd58e5	amd64	Windows	"Windows Server, version 2004"	3.1.6	src/aspnet/3.1/nanoserver-2004/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-08-03 16.08.05.00
sha256:10c34b2d4acefa5b4db6959861efac5794cef8ced8aa10ecceed4cfd271b334e	amd64	Windows	"Windows Server, version 1909"	2.1.19	src/aspnet/2.1/nanoserver-1909/amd64/Dockerfile	dotnet/core-nightly/aspnet	2020-06-19 13.53.20.00
sha256:10c41baee37e2b0c71e0796bae0e74b7c399457402222d86b8589a386292c67c	amd64	Windows	"Windows Server, version 1909"	5.0.0-preview.7	src/aspnet/5.0/nanoserver-1909/amd64/Dockerfile	dotnet/nightly/aspnet	2020-07-22 14.17.48.00
sha256:10c66e0af0ac0a9a99e5e896cfd3e6500eaea7010680cfad98f4bbdbe395811e	arm64	Linux	Debian 10	3.1.10	src/runtime/3.1/buster-slim/arm64v8/Dockerfile	dotnet/nightly/runtime	2020-11-10 15.51.47.00
sha256:10c66e0af0ac0a9a99e5e896cfd3e6500eaea7010680cfad98f4bbdbe395811e	arm64	Linux	Debian 10	3.1.10	src/runtime/3.1/buster-slim/arm64v8/Dockerfile	dotnet/core-nightly/runtime	2020-11-10 15.51.47.00
sha256:10ca35d00e4c1b5feb855e71ec15678b9d5fd3d45cee658ec2fb851cc9519812	amd64	Windows	"Nano Server, version 2004"	5.0.101	src/sdk/5.0/nanoserver-2004/amd64/Dockerfile	dotnet/nightly/sdk	2020-12-08 20.20.06.00
sha256:10d949ece6919a1765cea9f3f6b67259674993f88d232bf08f97b4e04d187984	arm64	Linux	Ubuntu 20.04	5.0.0-preview.7	src/aspnet/5.0/focal/arm64v8/Dockerfile	dotnet/nightly/aspnet	2020-06-26 14.13.31.00
sha256:10da5ed1d5a13f0d958de61258d69df6c5a0a015c16ec3888037c9579784302c	arm64	Linux	Alpine 3.12	5.0.0-preview.7	src/runtime-deps/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/runtime-deps	2020-07-10 14.29.47.00
sha256:10dbd2141428a4e39d5e74e5de655614ecb27b8c48a38a12c4de5abc5c17336e	arm64	Linux	Debian 10	5.0.0-preview.6	5.0/runtime/buster-slim/arm64v8/Dockerfile	dotnet/nightly/runtime	2020-06-11 12.46.02.00
sha256:10dfa96bc692456a5302b1384491868ae20c494f909e264415cffd2960373b9b	arm64	Linux	Alpine 3.12	5.0.1	src/runtime/5.0/alpine3.12/arm64v8/Dockerfile	dotnet/nightly/runtime	2021-01-08 21.58.24.00
sha256:10e61365d3e22d1aa43901fc084e74338d376be4c136806309f227d1f6cd9318	amd64	Windows	"Windows Server, version 1903"	2.1.19	src/runtime/2.1/nanoserver-1903/amd64/Dockerfile	dotnet/core-nightly/runtime	2020-06-23 18.52.45.00
