Image,Arch,OS,OsVersion,ProductVersion,Dockerfile,Repository,BuildTimestamp,ProductFamily
sha256:39aecc0bbce62420fb4a324373e16b96adbfec19b58675e4a76fd089a1fb63f6,amd64,Windows,Windows Server 2019,5.0.0-preview.4,5.0/runtime/nanoserver-1809/amd64/Dockerfile,dotnet/runtime,2020-05-18 20:45:46.00,core
sha256:1cf88025726c165a1545d61f2c04b88b359bd3855f1339bd9656f99ca2790b44,arm64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/runtime-deps/focal/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-05-18 20:45:47.00,core
sha256:1cf88025726c165a1545d61f2c04b88b359bd3855f1339bd9656f99ca2790b44,arm64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/runtime-deps/focal/arm64v8/Dockerfile,dotnet/runtime-deps,2020-05-18 20:45:47.00,core
sha256:1069154c9310e4305f6c7437aa1f85a7886c01f794ac69647e1715e86e748e9b,arm64,Linux,Debian 10,5.0.0-preview.4,5.0/runtime/buster-slim/arm64v8/Dockerfile,dotnet/core/runtime,2020-05-18 20:45:49.00,core
sha256:1069154c9310e4305f6c7437aa1f85a7886c01f794ac69647e1715e86e748e9b,arm64,Linux,Debian 10,5.0.0-preview.4,5.0/runtime/buster-slim/arm64v8/Dockerfile,dotnet/runtime,2020-05-18 20:45:49.00,core
sha256:b6b13ee0af0f419f4647a4780727976e4b1ab030f31e1ed6518a0b304679e4e3,amd64,Linux,Alpine 3.11,5.0.0-preview.4,5.0/aspnet/alpine3.11/amd64/Dockerfile,dotnet/aspnet,2020-05-18 20:45:52.00,core
sha256:b6b13ee0af0f419f4647a4780727976e4b1ab030f31e1ed6518a0b304679e4e3,amd64,Linux,Alpine 3.11,5.0.0-preview.4,5.0/aspnet/alpine3.11/amd64/Dockerfile,dotnet/core/aspnet,2020-05-18 20:45:52.00,core
sha256:f8a51b90b3dc41927c89d83c7a11bf7aa46225d341cac6e655839b3f75a7cd06,amd64,Linux,Debian 10,5.0.0-preview.4,5.0/runtime-deps/buster-slim/amd64/Dockerfile,dotnet/core/runtime-deps,2020-05-18 20:45:56.00,core
sha256:f8a51b90b3dc41927c89d83c7a11bf7aa46225d341cac6e655839b3f75a7cd06,amd64,Linux,Debian 10,5.0.0-preview.4,5.0/runtime-deps/buster-slim/amd64/Dockerfile,dotnet/runtime-deps,2020-05-18 20:45:56.00,core
sha256:ad3a346a83339d5d3839bc4e4c6092027a2eb53289705e6c67e23720a8bc23c8,arm32,Linux,Debian 10,5.0.0-preview.4,5.0/runtime/buster-slim/arm32v7/Dockerfile,dotnet/core/runtime,2020-05-18 20:45:58.00,core
sha256:ad3a346a83339d5d3839bc4e4c6092027a2eb53289705e6c67e23720a8bc23c8,arm32,Linux,Debian 10,5.0.0-preview.4,5.0/runtime/buster-slim/arm32v7/Dockerfile,dotnet/runtime,2020-05-18 20:45:58.00,core
sha256:865fd385fb5f5d51729a21f9d5e1bea6dbd23c8b74aae99ed020275053a5f31e,arm64,Linux,Debian 10,5.0.0-preview.4,5.0/aspnet/buster-slim/arm64v8/Dockerfile,dotnet/aspnet,2020-05-18 20:45:59.00,core
sha256:865fd385fb5f5d51729a21f9d5e1bea6dbd23c8b74aae99ed020275053a5f31e,arm64,Linux,Debian 10,5.0.0-preview.4,5.0/aspnet/buster-slim/arm64v8/Dockerfile,dotnet/core/aspnet,2020-05-18 20:45:59.00,core
sha256:a4b5e8416ca463953736c87c0ada64c3c9633647d79c818482e41e5d5379144f,amd64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/runtime-deps/focal/amd64/Dockerfile,dotnet/core/runtime-deps,2020-05-18 20:45:59.00,core
sha256:a4b5e8416ca463953736c87c0ada64c3c9633647d79c818482e41e5d5379144f,amd64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/runtime-deps/focal/amd64/Dockerfile,dotnet/runtime-deps,2020-05-18 20:45:59.00,core
sha256:2b5a5069917f51bd9fc824bf6be765f251f24afe87c323fb273114ed80ee9663,arm64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/runtime/focal/arm64v8/Dockerfile,dotnet/core/runtime,2020-05-18 20:46:02.00,core
sha256:2b5a5069917f51bd9fc824bf6be765f251f24afe87c323fb273114ed80ee9663,arm64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/runtime/focal/arm64v8/Dockerfile,dotnet/runtime,2020-05-18 20:46:02.00,core
sha256:162780ca123fd18ac537515106a381c0c0a15512cb7965e0db84b30f8bdf3a2e,amd64,Linux,Debian 10,5.0.0-preview.4,5.0/runtime/buster-slim/amd64/Dockerfile,dotnet/core/runtime,2020-05-18 20:46:08.00,core
sha256:162780ca123fd18ac537515106a381c0c0a15512cb7965e0db84b30f8bdf3a2e,amd64,Linux,Debian 10,5.0.0-preview.4,5.0/runtime/buster-slim/amd64/Dockerfile,dotnet/runtime,2020-05-18 20:46:08.00,core
sha256:5fce9cabe420f96c2e9d5c65eb4860ae58a1b36c83ae1fe115444835333e41ec,arm32,Linux,Debian 10,5.0.0-preview.4,5.0/aspnet/buster-slim/arm32v7/Dockerfile,dotnet/aspnet,2020-05-18 20:46:10.00,core
sha256:7419372147b44a3f22f127d6cef46fecf052f9b4d7a7db76b3c75a2851adad28,amd64,Windows,"Windows Server, version 1909",5.0.0-preview.4,5.0/aspnet/nanoserver-1909/amd64/Dockerfile,dotnet/aspnet,2020-05-18 20:46:10.00,core
sha256:5fce9cabe420f96c2e9d5c65eb4860ae58a1b36c83ae1fe115444835333e41ec,arm32,Linux,Debian 10,5.0.0-preview.4,5.0/aspnet/buster-slim/arm32v7/Dockerfile,dotnet/core/aspnet,2020-05-18 20:46:10.00,core
sha256:7419372147b44a3f22f127d6cef46fecf052f9b4d7a7db76b3c75a2851adad28,amd64,Windows,"Windows Server, version 1909",5.0.0-preview.4,5.0/aspnet/nanoserver-1909/amd64/Dockerfile,dotnet/core/aspnet,2020-05-18 20:46:10.00,core
sha256:93fe1c5bcda8e773ab44faeea60f592c4664928cabba0e5f98b78010e6140f4d,amd64,Windows,"Windows Server, version 1903",5.0.0-preview.4,5.0/aspnet/nanoserver-1903/amd64/Dockerfile,dotnet/aspnet,2020-05-18 20:46:11.00,core
sha256:93fe1c5bcda8e773ab44faeea60f592c4664928cabba0e5f98b78010e6140f4d,amd64,Windows,"Windows Server, version 1903",5.0.0-preview.4,5.0/aspnet/nanoserver-1903/amd64/Dockerfile,dotnet/core/aspnet,2020-05-18 20:46:11.00,core
sha256:3b74b7a7e3b804d61a206b4abd8d224c29dc04482930a626ef44d93cba39d547,amd64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/runtime/focal/amd64/Dockerfile,dotnet/core/runtime,2020-05-18 20:46:11.00,core
sha256:3b74b7a7e3b804d61a206b4abd8d224c29dc04482930a626ef44d93cba39d547,amd64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/runtime/focal/amd64/Dockerfile,dotnet/runtime,2020-05-18 20:46:11.00,core
sha256:622cd465271c83bc16db1118eca7adf27446919ebdd452472e92e26a619681ad,arm64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/aspnet/focal/arm64v8/Dockerfile,dotnet/aspnet,2020-05-18 20:46:12.00,core
sha256:622cd465271c83bc16db1118eca7adf27446919ebdd452472e92e26a619681ad,arm64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/aspnet/focal/arm64v8/Dockerfile,dotnet/core/aspnet,2020-05-18 20:46:12.00,core
sha256:f40b8979d3a9adf8ddd31f5a620082c9469971759cd40e8fce73e71f399a007b,amd64,Linux,Debian 10,5.0.0-preview.4,5.0/aspnet/buster-slim/amd64/Dockerfile,dotnet/aspnet,2020-05-18 20:46:16.00,core
sha256:f40b8979d3a9adf8ddd31f5a620082c9469971759cd40e8fce73e71f399a007b,amd64,Linux,Debian 10,5.0.0-preview.4,5.0/aspnet/buster-slim/amd64/Dockerfile,dotnet/core/aspnet,2020-05-18 20:46:16.00,core
sha256:55d985c3ec856c0f8ae5e84efc79cf42a1cc87c695015debb1196b7dca562249,amd64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/aspnet/focal/amd64/Dockerfile,dotnet/aspnet,2020-05-18 20:46:19.00,core
sha256:55d985c3ec856c0f8ae5e84efc79cf42a1cc87c695015debb1196b7dca562249,amd64,Linux,Ubuntu 20.04,5.0.0-preview.4,5.0/aspnet/focal/amd64/Dockerfile,dotnet/core/aspnet,2020-05-18 20:46:19.00,core
sha256:2ebea4814434c0815be0cf5d1dd0f5534429a3006c789adc5ca19a087bdf3860,amd64,Windows,Windows Server 2019,5.0.0-preview.4,5.0/aspnet/nanoserver-1809/amd64/Dockerfile,dotnet/aspnet,2020-05-18 20:46:22.00,core
sha256:2ebea4814434c0815be0cf5d1dd0f5534429a3006c789adc5ca19a087bdf3860,amd64,Windows,Windows Server 2019,5.0.0-preview.4,5.0/aspnet/nanoserver-1809/amd64/Dockerfile,dotnet/core/aspnet,2020-05-18 20:46:22.00,core
sha256:7897320c2b740660865ad392e04ff5b2cbb2323bed976e0d0d04ef0d37397c72,amd64,Linux,Alpine 3.11,5.0.100-preview.4,5.0/sdk/alpine3.11/amd64/Dockerfile,dotnet/core/sdk,2020-05-18 20:46:49.00,core
sha256:7897320c2b740660865ad392e04ff5b2cbb2323bed976e0d0d04ef0d37397c72,amd64,Linux,Alpine 3.11,5.0.100-preview.4,5.0/sdk/alpine3.11/amd64/Dockerfile,dotnet/sdk,2020-05-18 20:46:49.00,core
sha256:5216c094a79c37078fb48e62af4cd53288bf345bc4e2878b8759f412da5fcb21,amd64,Linux,Ubuntu 20.04,5.0.100-preview.4,5.0/sdk/focal/amd64/Dockerfile,dotnet/core/sdk,2020-05-18 20:46:52.00,core
sha256:5216c094a79c37078fb48e62af4cd53288bf345bc4e2878b8759f412da5fcb21,amd64,Linux,Ubuntu 20.04,5.0.100-preview.4,5.0/sdk/focal/amd64/Dockerfile,dotnet/sdk,2020-05-18 20:46:52.00,core
sha256:3ae46f79b6996bf8310e70810c4aad64f668dde84cbc1cf60d73ba504f78b6f6,arm64,Linux,Debian 10,5.0.100-preview.4,5.0/sdk/buster-slim/arm64v8/Dockerfile,dotnet/core/sdk,2020-05-18 20:47:11.00,core
sha256:3ae46f79b6996bf8310e70810c4aad64f668dde84cbc1cf60d73ba504f78b6f6,arm64,Linux,Debian 10,5.0.100-preview.4,5.0/sdk/buster-slim/arm64v8/Dockerfile,dotnet/sdk,2020-05-18 20:47:11.00,core
sha256:3b16bef30d8598cc26eabcd63ef0890ef5839d61931e7ec6fd4ff9c764b735fc,arm32,Linux,Debian 10,5.0.100-preview.4,5.0/sdk/buster-slim/arm32v7/Dockerfile,dotnet/core/sdk,2020-05-18 20:47:13.00,core
sha256:3b16bef30d8598cc26eabcd63ef0890ef5839d61931e7ec6fd4ff9c764b735fc,arm32,Linux,Debian 10,5.0.100-preview.4,5.0/sdk/buster-slim/arm32v7/Dockerfile,dotnet/sdk,2020-05-18 20:47:13.00,core
sha256:ba34b215de08374b3bf47da3e99a62c155a07bf5c64d218a8c023f08adfbbfeb,arm64,Linux,Ubuntu 20.04,5.0.100-preview.4,5.0/sdk/focal/arm64v8/Dockerfile,dotnet/core/sdk,2020-05-18 20:47:17.00,core
sha256:ba34b215de08374b3bf47da3e99a62c155a07bf5c64d218a8c023f08adfbbfeb,arm64,Linux,Ubuntu 20.04,5.0.100-preview.4,5.0/sdk/focal/arm64v8/Dockerfile,dotnet/sdk,2020-05-18 20:47:17.00,core
sha256:6954c36d375aab7d13d4c93bfcfa4dae79670a5a6525d9d4e7c62fbfd0e474fa,amd64,Linux,Debian 10,5.0.100-preview.4,5.0/sdk/buster-slim/amd64/Dockerfile,dotnet/core/sdk,2020-05-18 20:47:21.00,core
sha256:6954c36d375aab7d13d4c93bfcfa4dae79670a5a6525d9d4e7c62fbfd0e474fa,amd64,Linux,Debian 10,5.0.100-preview.4,5.0/sdk/buster-slim/amd64/Dockerfile,dotnet/sdk,2020-05-18 20:47:21.00,core
sha256:d106fa26a516bca2945dde1083abe8a170292a65c5c85a35f2c5da685daa6123,amd64,Windows,"Windows Server, version 1909",5.0.100-preview.4,5.0/sdk/nanoserver-1909/amd64/Dockerfile,dotnet/core/sdk,2020-05-18 20:48:51.00,core
sha256:d106fa26a516bca2945dde1083abe8a170292a65c5c85a35f2c5da685daa6123,amd64,Windows,"Windows Server, version 1909",5.0.100-preview.4,5.0/sdk/nanoserver-1909/amd64/Dockerfile,dotnet/sdk,2020-05-18 20:48:51.00,core
sha256:20c1ac79b9d681898a7b68a260ccf78bf351852b9c76f52e5f56f2328305f96a,amd64,Windows,Windows Server 2019,5.0.100-preview.4,5.0/sdk/nanoserver-1809/amd64/Dockerfile,dotnet/core/sdk,2020-05-18 20:49:28.00,core
sha256:20c1ac79b9d681898a7b68a260ccf78bf351852b9c76f52e5f56f2328305f96a,amd64,Windows,Windows Server 2019,5.0.100-preview.4,5.0/sdk/nanoserver-1809/amd64/Dockerfile,dotnet/sdk,2020-05-18 20:49:28.00,core
sha256:57acef7eb585de27ec1a4d8509ec7460fae9a66bd3a4379949d21567d7ae4353,amd64,Windows,"Windows Server, version 1903",5.0.100-preview.4,5.0/sdk/nanoserver-1903/amd64/Dockerfile,dotnet/core/sdk,2020-05-18 20:49:32.00,core
sha256:57acef7eb585de27ec1a4d8509ec7460fae9a66bd3a4379949d21567d7ae4353,amd64,Windows,"Windows Server, version 1903",5.0.100-preview.4,5.0/sdk/nanoserver-1903/amd64/Dockerfile,dotnet/sdk,2020-05-18 20:49:32.00,core
sha256:55e4927f6e7ac516cf70e5d4d59044d6ff24441b1d6d458ec9278eca94b99a67,amd64,Linux,Alpine 3.11,3.1.4,3.1/runtime-deps/alpine3.11/amd64/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:36:14.00,core
sha256:c55badc71b6948eb34b10faee4f378136b88e78b5e7c68727e036ca9a9f3e988,arm64,Linux,Ubuntu 18.04,3.1.4,3.1/runtime-deps/bionic/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:36:17.00,core
sha256:5582953207f446336df63cd931b270a504904ba66511d6f2c99b8b6a5f401923,amd64,Linux,Alpine 3.11,3.1.4,3.1/runtime/alpine3.11/amd64/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:18.00,core
sha256:d9275e02fa9f52a31917a5ef7c0612811c64d2a6a401eb9654939595dab7e5de,amd64,Linux,Alpine 3.11,3.1.4,3.1/aspnet/alpine3.11/amd64/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:22.00,core
sha256:a82eea9295987fb6c84f072a211ef5687709d753ae3c38f809498f629c1b31a1,amd64,Windows,Windows Server 2019,3.1.4,3.1/runtime/nanoserver-1809/amd64/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:22.00,core
sha256:b5802c82288f956cffb92ae62eb09928d6da6e7cc68186204b451f588014626f,amd64,Linux,Ubuntu 18.04,3.1.4,3.1/runtime-deps/bionic/amd64/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:36:23.00,core
sha256:acad20911d3ff2be4bbfbe0e1558bff47d55500a95dddefcfb06b0f26091d63e,amd64,Windows,"Windows Server, version 1903",3.1.4,3.1/runtime/nanoserver-1903/amd64/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:24.00,core
sha256:b325bb17d084a26d133f9deafc46c86bed7e39fbfac66ba9b016621eca4fc64b,arm32,Linux,Ubuntu 18.04,3.1.4,3.1/runtime-deps/bionic/arm32v7/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:36:25.00,core
sha256:697f8abe7029c7b89c3cc518639d0a1be400e40d0720a4e10a4018d4d83a828c,arm32,Linux,Debian 10,3.1.4,3.1/runtime-deps/buster-slim/arm32v7/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:36:25.00,core
sha256:24aac18c4db1ed75c7a3e76fe7b2134085fa678c0134b28a486f1ffcff190599,amd64,Windows,"Windows Server, version 1909",3.1.4,3.1/runtime/nanoserver-1909/amd64/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:26.00,core
sha256:de2f0fe2572669b54cbf0c2fd2091e5d1ea8778f1ae818d7e138b6a133bfb01d,arm64,Linux,Ubuntu 20.04,3.1.4,3.1/runtime-deps/focal/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:36:32.00,core
sha256:0427246578f80ebc3de01151b6fa4586db0acfc365dc2d2df7309120b70b392f,amd64,Linux,Ubuntu 18.04,3.1.4,3.1/runtime/bionic/amd64/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:35.00,core
sha256:d4a027de73435b7fcde13dbcd71737cb91dfeffecc40675e5487e7ee0f8abb6c,amd64,Linux,Debian 10,3.1.4,3.1/runtime-deps/buster-slim/amd64/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:36:38.00,core
sha256:2628d2a7cc62913469a0efcd302e2da01b7a10e7ce74aabd13c1dd8b2e2ac43a,amd64,Linux,Ubuntu 18.04,3.1.4,3.1/aspnet/bionic/amd64/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:39.00,core
sha256:ba5de1084bbfc68d7cc07ce546b73b70f0652a9f83b955f3d5335e9bfb34ae44,amd64,Linux,Ubuntu 20.04,3.1.4,3.1/runtime-deps/focal/amd64/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:36:41.00,core
sha256:b91689846e08ee4a8b8b509b9f86523d451698223e11ae82352449157b34bbbb,arm64,Linux,Ubuntu 18.04,3.1.4,3.1/runtime/bionic/arm64v8/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:43.00,core
sha256:dafdc0b4c4852d26f71836dd3c2e3faeb1a4149febda8b85d90a13f1ca785d25,arm64,Linux,Ubuntu 18.04,3.1.300,3.1/sdk/bionic/arm64v8/Dockerfile,dotnet/core/sdk,2020-05-19 14:36:45.00,core
sha256:cd5c4a45bb2371be82963b1b6b62cfc3a74e6e50314d40ebedca7f1a18b9a7c2,arm32,Linux,Debian 10,3.1.4,3.1/runtime/buster-slim/arm32v7/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:46.00,core
sha256:4062f048b316ead38ec15b0d3ff05a5c1986f801b38fcbe5f058f13e12820151,amd64,Linux,Alpine 3.11,3.1.300,3.1/sdk/alpine3.11/amd64/Dockerfile,dotnet/core/sdk,2020-05-19 14:36:46.00,core
sha256:410e8669b1a436ddc633ab4ac47c770206f5b96aca65b036983e828dcf06c653,amd64,Linux,Debian 10,3.1.4,3.1/runtime/buster-slim/amd64/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:47.00,core
sha256:447d2f45a8ba0977e673fb33242e58457eabeff0d0a3b3b1d5f78a21f7984114,amd64,Windows,"Windows Server, version 1903",3.1.4,3.1/aspnet/nanoserver-1903/amd64/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:48.00,core
sha256:95ce19a21205456306626cdc80feef73cb0b9531dedbea2d7d666fb4d3a01469,arm64,Linux,Ubuntu 18.04,3.1.4,3.1/aspnet/bionic/arm64v8/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:49.00,core
sha256:97c53716dc1e5d3b2e3ad2d44d49bb6bff50b00553f3e9f7f574bef0fb35f2de,amd64,Linux,Debian 10,3.1.4,3.1/aspnet/buster-slim/amd64/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:50.00,core
sha256:1ec2a5d049966b41eb361adea2a1b9740b9c5c2cb244ed53bc6a8a7617b5edd3,amd64,Linux,Debian 10,3.1.300,3.1/sdk/buster/amd64/Dockerfile,dotnet/core/sdk,2020-05-19 14:36:50.00,core
sha256:3ec0931f6a2459fe122502ab3afe65b669aef46460508ed427498fcd63b36ece,amd64,Windows,"Windows Server, version 1909",3.1.4,3.1/aspnet/nanoserver-1909/amd64/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:51.00,core
sha256:4e0c322ed69f16cd6eccdf1cb893e63d99eb84d69925ad34e4911d0c1920dd02,arm32,Linux,Debian 10,3.1.4,3.1/aspnet/buster-slim/arm32v7/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:52.00,core
sha256:575fa842bb7342de915313d304c08e802786db6d33585e0a86c8c6286c1f3fee,amd64,Linux,Ubuntu 20.04,3.1.4,3.1/runtime/focal/amd64/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:52.00,core
sha256:263a4ff6722d690e55ecfcfda2dfc41954bccfbf5b62d6e443071fa205b0e4f0,amd64,Linux,Ubuntu 18.04,3.1.300,3.1/sdk/bionic/amd64/Dockerfile,dotnet/core/sdk,2020-05-19 14:36:52.00,core
sha256:40127c623b23d3564dd4fb2f9f01bc2f280613ee0889f7fe7166a6a9860df680,arm32,Linux,Ubuntu 18.04,3.1.4,3.1/runtime/bionic/arm32v7/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:53.00,core
sha256:22a5a8f0dbfdc5af3ccd37c12f90e61bf244f09d1295d59dbaa7280bec22800d,amd64,Windows,Windows Server 2019,3.1.4,3.1/aspnet/nanoserver-1809/amd64/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:54.00,core
sha256:6eec7ef1a9ade3a9ab25c125522df565ba69044469c83fb0ad39a15acec5b68e,amd64,Linux,Ubuntu 20.04,3.1.4,3.1/aspnet/focal/amd64/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:56.00,core
sha256:9111de4d22dcc24765e615b3cfbe0b3d2367612bfa27d6a03eb507606d56b5ed,arm32,Linux,Ubuntu 18.04,3.1.300,3.1/sdk/bionic/arm32v7/Dockerfile,dotnet/core/sdk,2020-05-19 14:36:56.00,core
sha256:e14d8d48a69b04d88207b9f644c4e64eb130473295a832e3153cc955a5d802e7,amd64,Linux,Ubuntu 20.04,3.1.300,3.1/sdk/focal/amd64/Dockerfile,dotnet/core/sdk,2020-05-19 14:36:57.00,core
sha256:d1d3e96672f14caa93f73afad3b557a25cf69938781b5b1ec5495a8f7906684e,arm32,Linux,Ubuntu 18.04,3.1.4,3.1/aspnet/bionic/arm32v7/Dockerfile,dotnet/core/aspnet,2020-05-19 14:36:59.00,core
sha256:9d6c1b05f791eea90f1117a6590365c3331574b6c24cec453a59cb5cf06da299,arm64,Linux,Ubuntu 20.04,3.1.4,3.1/runtime/focal/arm64v8/Dockerfile,dotnet/core/runtime,2020-05-19 14:36:59.00,core
sha256:b7388da2f8fde917aed1db883c144148f3bde5db9c0bbd1f72e928140ada2ef5,arm64,Linux,Alpine 3.11,3.1.4,3.1/runtime-deps/alpine3.11/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:37:02.00,core
sha256:80bca5cfcc4644cd578c12df8f84acfd763a63e93f60921f4f1df5057adadca8,arm64,Linux,Ubuntu 20.04,3.1.4,3.1/aspnet/focal/arm64v8/Dockerfile,dotnet/core/aspnet,2020-05-19 14:37:04.00,core
sha256:4f5c7c8e8151e251d2b45cb01da04246d0fabe4dd67d6f67255b71774e5991c6,arm64,Linux,Alpine 3.11,3.1.4,3.1/runtime/alpine3.11/arm64v8/Dockerfile,dotnet/core/runtime,2020-05-19 14:37:11.00,core
sha256:b882a796a702f1d7114f04d943c38828441a47f046f5fab0906defe5ca5f0d19,arm64,Linux,Alpine 3.11,3.1.4,3.1/aspnet/alpine3.11/arm64v8/Dockerfile,dotnet/core/aspnet,2020-05-19 14:37:17.00,core
sha256:570abb070c402323bee45ba032fdb11e2d2c7bfc17eb911779dcf6b67033cde5,arm64,Linux,Debian 10,3.1.4,3.1/runtime-deps/buster-slim/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-05-19 14:37:34.00,core
sha256:b4e551dc575d5619836fa531dd8745bc13449e5ff99d8234f7e0ae4503eb7451,arm32,Linux,Debian 10,3.1.300,3.1/sdk/buster/arm32v7/Dockerfile,dotnet/core/sdk,2020-05-19 14:37:51.00,core
sha256:2528973a45b91c60b91afb500facdb52a0de33961785e19e87bb296e1810b40e,arm64,Linux,Debian 10,3.1.4,3.1/runtime/buster-slim/arm64v8/Dockerfile,dotnet/core/runtime,2020-05-19 14:37:54.00,core
sha256:38dbd61b3f50fa0f68a8ca8f5290a78ceda0a9843ecf81fca2716cc701657df5,arm64,Linux,Debian 10,3.1.300,3.1/sdk/buster/arm64v8/Dockerfile,dotnet/core/sdk,2020-05-19 14:37:56.00,core
sha256:3977395ea04a5ee4434178edb2d6e67036a322f1808cb1a1e2addd11cb842b9d,arm64,Linux,Debian 10,3.1.4,3.1/aspnet/buster-slim/arm64v8/Dockerfile,dotnet/core/aspnet,2020-05-19 14:38:00.00,core
sha256:75a5911aa2a3001c1de2ad2c4e03f59e0f961c3bf5685a098cc95d6d1edf3f1d,arm64,Linux,Ubuntu 20.04,3.1.300,3.1/sdk/focal/arm64v8/Dockerfile,dotnet/core/sdk,2020-05-19 14:38:00.00,core
sha256:3c9cb1866b84505224205195c6c1abbc46dab41e7b048b3f16db7c0926fceacc,amd64,Windows,"Windows Server, version 1909",3.1.300,3.1/sdk/nanoserver-1909/amd64/Dockerfile,dotnet/core/sdk,2020-05-19 14:39:15.00,core
sha256:ae75738121109b2bc1e7b05fa89519c3da7b894bddbb1f0f86666686ebfee8d7,amd64,Windows,Windows Server 2019,3.1.300,3.1/sdk/nanoserver-1809/amd64/Dockerfile,dotnet/core/sdk,2020-05-19 14:39:52.00,core
sha256:fa33d5647aa4396f34467663926cb75a6ddc438e12b49a12def1a60d0acd4ced,amd64,Windows,"Windows Server, version 1903",3.1.300,3.1/sdk/nanoserver-1903/amd64/Dockerfile,dotnet/core/sdk,2020-05-19 14:40:02.00,core
sha256:200509934cc8f6481fa76c53e0e09f905348497207d426d96cf8437fcc02e9ee,amd64,Linux,Debian 10,,samples/aspnetapp/Dockerfile,dotnet/core/samples,2020-05-19 16:24:14.00,core
sha256:1ed5566bc2387b8a6c4f3d6889f5492f54d3caafee6344baedd4b3322430c3ec,amd64,Linux,Debian 10,,samples/dotnetapp/Dockerfile,dotnet/core/samples,2020-05-19 16:24:16.00,core
sha256:f3592f14361348e86c5563ef0a9e1b28ce66cae482508a8d8459594b0cf9f5fd,arm64,Linux,Debian 10,,samples/dotnetapp/Dockerfile,dotnet/core/samples,2020-05-19 16:24:18.00,core
sha256:178b932989ae4b056ce98617aa53951485f97ab4e003ebade7f2c993a51dabb5,arm64,Linux,Debian 10,,samples/aspnetapp/Dockerfile,dotnet/core/samples,2020-05-19 16:24:22.00,core
sha256:a6b5a9783473b3a3fa3aadb991cfc1affba8e5239685dcf716e57c6fd31aecf6,amd64,Windows,Windows Server 2019,,samples/aspnetapp/Dockerfile,dotnet/core/samples,2020-05-19 16:24:29.00,core
sha256:e98ec8e236dad09235a67a726b9db7c88e0a43b325cc3534c20aa1fe46a8b9c4,amd64,Windows,Windows Server 2019,,samples/dotnetapp/Dockerfile,dotnet/core/samples,2020-05-19 16:25:34.00,core
sha256:e0c3aebf68ba3967256582c14d56f738bd3c04c38529664c22f846b66bebf802,amd64,Windows,"Windows Server, version 1903",,samples/dotnetapp/Dockerfile,dotnet/core/samples,2020-05-19 16:25:36.00,core
sha256:4a226617974179f387d51c49dbc7c54fd2ff1e49836c59efc89d41a55a388450,arm32,Linux,Debian 10,,samples/dotnetapp/Dockerfile.debian-arm32,dotnet/core/samples,2020-05-19 16:25:37.00,core
sha256:aac39339139c157adf7b392f0181e6b2d219093a79301dce06243e3df4d71679,amd64,Windows,"Windows Server, version 1909",,samples/aspnetapp/Dockerfile,dotnet/core/samples,2020-05-19 16:25:45.00,core
sha256:a06a60738f41dc779aaa75e480ce49cac72e17b83f5d33af3ce86f7410ab3c16,amd64,Windows,"Windows Server, version 1909",,samples/dotnetapp/Dockerfile,dotnet/core/samples,2020-05-19 16:25:46.00,core
