Image,Arch,OS,OsVersion,ProductVersion,Dockerfile,Repository,BuildTimestamp,ProductFamily
sha256:ac83054b3424623b270bcb14f800447c5fb834837a5a07610e6502b051eedb56,amd64,linux,Debian 10,3.0.3,3.0/runtime-deps/buster-slim/amd64/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:a06dd4359bed5b56bb2cf90765dd1e97b8a4c66b7634d8732b5fa7640e782560,amd64,linux,Alpine 3.10,3.0.3,3.0/runtime-deps/alpine3.10/amd64/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:41e9ec74d6eb1656f9ea14fb4077284f2527663e763e8e61391b42405f87c5b3,amd64,windows,Windows Server 2019,2.1.16,2.1/runtime/nanoserver-1809/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:490b4a95e8d3cf651f648f05ebd12a8dfa53f0e0d73aed6159a443f6b2287650,amd64,linux,Debian 10,3.0.3,3.0/runtime/buster-slim/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:73bdb5d76e70e299dc5a6c91b8de1eab0478c4e4557bb42cc921f009dc3815db,amd64,linux,Alpine 3.10,3.0.3,3.0/runtime/alpine3.10/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:65441f7006e260d5f8c4de425f60f7979d3fffb0be542e9ecec8d42a1bc300e0,amd64,windows,Windows Server 2019,3.1.2,3.1/runtime/nanoserver-1809/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:870c994960c490e21cb3d99fd23b3149caff5e0d3d036b580bd332c1663bfc1b,arm64,linux,Ubuntu 18.04,3.1.2,3.1/runtime/bionic/arm64v8/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:a820a3ebeea677034ef63ce40de3cceafc0ef36a246965926e06fc3dcafe6324,amd64,linux,Alpine 3.10,2.1.16,2.1/aspnet/alpine3.10/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:04e74ea0a30df211dbd063c5d185cd33e9c1c8efa604b5850da5ad4d39d55445,amd64,linux,Alpine 3.10,3.0.3,3.0/aspnet/alpine3.10/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:a963521afb6ceaec5c0786d290c67281c153f336fd68f96fa10aa884b012d64e,arm64,linux,Alpine 3.10,3.0.3,3.0/aspnet/alpine3.10/arm64v8/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:b71bfb06dbdeca5b68c7b0b451c445b332afcdde5777771ce352d1119dbb2fb8,amd64,windows,Windows Server 2019,2.1.804,2.1/sdk/nanoserver-1809/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:2deff3a1669d52998d450888febdeb87ecade4dfe2ae83a581385401d86ddceb,amd64,windows,"Windows Server, version 1903",2.1.804,2.1/sdk/nanoserver-1903/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:b3906812d41e505b7b81e4ee54a948d2acb8a2d5af1638b39a4f3d1654105833,amd64,linux,Ubuntu 18.04,3.0.103,3.0/sdk/bionic/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:2a53a6d4fa4dcda3c373bf528805475d80aa6da910219303be4b664b66a0674e,arm32,linux,Ubuntu 18.04,3.0.103,3.0/sdk/bionic/arm32v7/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:26035add307c7cf6295774f1ab9307e77f42a7714957cf924ad0fcdd004695e5,arm32,linux,Ubuntu 18.04,2.1.16,2.1/runtime-deps/bionic/arm32v7/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:a27feea4ffd2ced70b06caeca0a710eab007b882bb90f9efda1a421e6498682b,amd64,linux,Ubuntu 18.04,3.0.3,3.0/runtime-deps/bionic/amd64/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:6702bcc3bc6753618de1f31180742f64c76311eafcf82451dd8c38c9e622f497,amd64,windows,"Windows Server, version 1909",2.1.16,2.1/runtime/nanoserver-1909/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:5674ae36022fb18a97eb0147c1bbb21bebf34cc62520f285f5581490d99fc60d,arm32,windows,Windows Server 2019,3.0.3,3.0/runtime/nanoserver-1809/arm32v7/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:4c7586f4d8d3b78d8b719c8ac7e34d1b41f5fd936f796526fbd20ea6cf9bed09,amd64,linux,Ubuntu 18.04,3.0.3,3.0/runtime/bionic/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:65b1253fe82b051d5cc01d20eb6c80ab011ff0faa4b74540bc3db079a800d4b0,amd64,windows,"Windows Server, version 1903",3.1.2,3.1/runtime/nanoserver-1903/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:7603f81038e2e154fce03f7a001cfb2e109295cdec10a79cac5fcaf530ed4767,amd64,linux,Ubuntu 18.04,3.1.2,3.1/runtime/bionic/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:f580e0968a126f44e1c0249e67fb8b2047276af386eeb4c1daec3157b1608975,amd64,windows,"Windows Server, version 1903",2.1.16,2.1/aspnet/nanoserver-1903/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:0b7690f22a4feccc883eb8aef670ddedafc5d5cf314e7d2ece59795c01b017f2,amd64,windows,Windows Server 2019,3.0.3,3.0/aspnet/nanoserver-1809/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:bf5e0e36133c3fbc1498ae89bb331cb7054b51f6a45d242babc6bd73e0a07f76,arm32,windows,Windows Server 2019,3.0.3,3.0/aspnet/nanoserver-1809/arm32v7/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:b75f79511617c986487a606db2512b363ea70227e01c2a7c5eb47ffa093c54e3,amd64,windows,"Windows Server, version 1909",3.1.2,3.1/aspnet/nanoserver-1909/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:4e3a384221180d5be1ea5b5b6b2aee32604d82ab905fb5cef1d994be73ea618f,amd64,linux,Alpine 3.10,3.1.2,3.1/aspnet/alpine3.10/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:3a83b23c6928775ea89edf2bc9ca5b228e7a2b192ee2743be07181016ca8c99c,amd64,linux,Alpine 3.11,2.1.804,2.1/sdk/alpine3.11/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:d5871c32c6f516e516a7feefb468b69ece071c6e64f636375c8bd70a376b92df,amd64,linux,Ubuntu 18.04,2.1.804,2.1/sdk/bionic/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:1bcd41aa1fe1a5a490cbee5d7d548975ab12bef347e57759cd253a5478affb99,arm32,linux,Debian 10,3.1.102,3.1/sdk/buster/arm32v7/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:8b43d2d159ed3e2054d3ef5e4a8f7a4a4051860bfeb7b866d1e5ddc63e66cf30,arm64,linux,Debian 10,3.1.102,3.1/sdk/buster/arm64v8/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:9ca7536750741b0cd09f5a90df5fff8a7b184f732e2dce8bc1978b193bb5e44c,arm32,linux,Debian 9,2.1.16,2.1/runtime-deps/stretch-slim/arm32v7/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:296e9c272ea96d6a7bd8dae2b227ec8c23c288b8b0f51d71f759bbdc13b5a624,arm64,linux,Ubuntu 18.04,3.0.3,3.0/runtime-deps/bionic/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:09b4c5e6131b440288672f5b198b716b654bee4555aca306f0bf5f03c0c3c1f5,amd64,linux,Alpine 3.11,2.1.16,2.1/runtime/alpine3.11/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:1b860efd3703136410ef77836964eb4c950bd3bc72a47b85de11dc077329dc15,amd64,windows,"Windows Server, version 1909",3.0.3,3.0/runtime/nanoserver-1909/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:72205da204e0c090c0e0b4add7cd4679b001e107be7d3df3fb0ffb9cd31df528,amd64,linux,Debian 10,3.1.2,3.1/runtime/buster-slim/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:a8c8ec95c5dac4e158fba66be8cd786458dc25228f7afbdf5a71a71c5319df14,arm64,linux,Alpine 3.10,3.1.2,3.1/runtime/alpine3.10/arm64v8/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:5da9b43e84d2f86eb29bf30bed05444a0fb038e4eced8746f95c067640fb209d,arm32,linux,Debian 9,2.1.16,2.1/aspnet/stretch-slim/arm32v7/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:7335d348ff4a4273c58a98902eb723d20ded27a9b3b496c387c5702886b61ba9,amd64,linux,Ubuntu 18.04,2.1.16,2.1/aspnet/bionic/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:1258197be21433b80b04e0722a16202248c6ec461b4099f6b2b690e0d7da1ad5,amd64,linux,Ubuntu 18.04,3.0.3,3.0/aspnet/bionic/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:e9c192a86f20afc743c7c82cba4ea1586860d962ca440d76c3c0052f3b91f990,arm32,linux,Ubuntu 18.04,3.0.3,3.0/aspnet/bionic/arm32v7/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:6861aff2be93e393cc47ee0a8274c2151869844f35f5b7e1f6e47becb530cfc8,arm32,linux,Ubuntu 18.04,3.1.2,3.1/aspnet/bionic/arm32v7/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:3724e77a8eff5e1049979223a1771e6d4cb6cc8df7ed1cb556101e1c894a881a,arm64,linux,Ubuntu 18.04,3.1.2,3.1/aspnet/bionic/arm64v8/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:5cc70b0a27b8c92b443de61e1f870a3626d0b356abc430ec356539f609eb9229,amd64,linux,Alpine 3.10,3.0.103,3.0/sdk/alpine3.10/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:a3b600490802ce89e957ee50ac76d26970b74c50493d8e635c62f21418468105,amd64,linux,Alpine 3.11,3.0.103,3.0/sdk/alpine3.11/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:417ddb5e957fa9360f534bb1ceb4c885a01aabcae80f9a3792576f5aa6a1c5f1,amd64,linux,Ubuntu 18.04,3.1.102,3.1/sdk/bionic/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:55a18e577460526e34cdaa4c4400a9c278d70117f4f3ce11ed99fa7a36073f2f,arm32,linux,Ubuntu 18.04,3.1.102,3.1/sdk/bionic/arm32v7/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:e48e364dcce650c579e8dc373353f8df1dd041783b2661a9bc40812b11a529a4,amd64,linux,Ubuntu 18.04,2.1.16,2.1/runtime-deps/bionic/amd64/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:46d7b0a57420eb2c5141b2557f79b89403bf4bc19995ef16ffacc12148677e70,arm64,linux,Alpine 3.11,3.0.3,3.0/runtime-deps/alpine3.11/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:8be1bc4dc4a8e730e12cdb0a30e06a26a419858781647143104dc7e7547ddd79,arm32,linux,Debian 9,2.1.16,2.1/runtime/stretch-slim/arm32v7/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:04b689c333aa4fc76883b5cf8d7dfd401293933f1947e858abb6cb41433cacb5,arm32,linux,Debian 10,3.0.3,3.0/runtime/buster-slim/arm32v7/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:6bb2ec7b515b738e090d1c3e0b9f572726707aec8cfed861e0a4f60d46592b79,arm32,linux,Ubuntu 18.04,3.0.3,3.0/runtime/bionic/arm32v7/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:2c29e1b6f47cdf0791b2ea5aee6139f3cff8ce51b931f8508c7a83732ae09d3a,amd64,linux,Alpine 3.10,3.1.2,3.1/runtime/alpine3.10/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:99fbfe67ce9c6c413efbc346c97f2881122be29216f544452f6dc55c955171cd,amd64,linux,Debian 10,3.0.3,3.0/aspnet/buster-slim/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:97ca1fc49b774e727ed82157cab2bfceb70173dacee2b153a4bf03c2e03f6318,arm64,linux,Ubuntu 18.04,3.0.3,3.0/aspnet/bionic/arm64v8/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:788bdab2e334ce39b8695115fe6a88ca6238d5d0abd49f06b4457fd1dd62a18b,arm64,linux,Debian 10,3.1.2,3.1/aspnet/buster-slim/arm64v8/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:50097e774e9b4a949497f96bcdefb88b2a57724e45c3ac3e9377d7309f63c678,amd64,windows,Windows Server 2019,3.1.2,3.1/aspnet/nanoserver-1809/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:bb601d358f60ba2166f385852629f82d545f6d0feb8584b6193c3e9be1f0cba3,amd64,windows,"Windows Server, version 1909",2.1.804,2.1/sdk/nanoserver-1909/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:95a9383131b9a8c264951e54cc36d456a2aa6e5939b95c894502d7b0a19470fd,amd64,linux,Alpine 3.10,2.1.804,2.1/sdk/alpine3.10/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:0d56b2a713c65b541414c8f97ffc1ff614bc6af6375e4119d64001e8854e4b81,arm64,linux,Ubuntu 18.04,3.0.103,3.0/sdk/bionic/arm64v8/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:85ed009f6d2b095f8511e31e6db4db68e6581cd6772dea936422ec8492095dd9,amd64,linux,Debian 10,3.1.102,3.1/sdk/buster/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:b9a271c89a084d172ef5e67d0e6f9558634c3dd89a54cd8074576532699aff12,amd64,linux,Alpine 3.10,2.1.16,2.1/runtime-deps/alpine3.10/amd64/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:e31c7406a7a8d9c081362ae59c74b5346f4e8512b6c8a1f806095851c2434eae,arm64,linux,Alpine 3.10,3.0.3,3.0/runtime-deps/alpine3.10/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:a541ee072d4a280cbc07b7b560d9f90a2475366a23926453e97cc1fb805dde33,amd64,windows,"Windows Server, version 1903",2.1.16,2.1/runtime/nanoserver-1903/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:54ff65ef4b16bb5ee7dcc178edf733ad70d5d55c2422760a5083292b9c575dc0,arm64,linux,Debian 10,3.0.3,3.0/runtime/buster-slim/arm64v8/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:9311a5ad6e0b3305c687d463aaba5f9bd3ef19ba964f2578b7bc8d8ff0c68b78,amd64,linux,Alpine 3.11,3.0.3,3.0/runtime/alpine3.11/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:7e5c36a954f839427710b4c96a2a2a74f91b0be642c3f3316c3f1859321cce9b,arm64,linux,Debian 10,3.1.2,3.1/runtime/buster-slim/arm64v8/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:7927f4bda3eb118316a34681b9be39d2896a385b328a795067daf8d08070e65d,arm64,linux,Alpine 3.11,3.1.2,3.1/runtime/alpine3.11/arm64v8/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:d4f9c4fc84108b55a27c963e806e802cbc735a1cf6f53e6b19a764e749883c7d,arm32,linux,Ubuntu 18.04,2.1.16,2.1/aspnet/bionic/arm32v7/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:eab33b985369bf0c1d59fe71697f42e94bbfdb0be5660dd6c5d2703e2b5f540d,amd64,linux,Debian 10,3.1.2,3.1/aspnet/buster-slim/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:021b4bb6cdd7476483b2561227fd864c01fa9d44bba2d6d869dd1e1ddef4aa3e,arm32,linux,Debian 10,3.1.2,3.1/aspnet/buster-slim/arm32v7/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:66d3978162fa54d0784d4c07e4e406011d82480bc45d670346909bef20075f24,amd64,linux,Debian 9,2.1.804,2.1/sdk/stretch/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:231697ba86285f17c9a582b6ebafb388a326e8234ef2778970dea45d85a83e36,arm32,linux,Debian 9,2.1.804,2.1/sdk/stretch/arm32v7/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:84440bbc8b46d69acbfe2c80d66e6f0b0cf97246fba911cec05b631734584ea9,amd64,windows,"Windows Server, version 1903",3.0.103,3.0/sdk/nanoserver-1903/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:8e57cdefd14aaea92a3629e6e42a56b50b6357820a8cdb7adeeca4e003c5c10b,amd64,windows,"Windows Server, version 1909",3.0.103,3.0/sdk/nanoserver-1909/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:17b045e03965a00bff444cbdb97e19b09f05cf76942d5ce44897096e497fa773,arm64,linux,Ubuntu 18.04,3.1.102,3.1/sdk/bionic/arm64v8/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:5f0954a6764f3a4527d2a60bbd0f43e7ace0583a257908735226331441556348,arm32,linux,Debian 10,3.0.3,3.0/runtime-deps/buster-slim/arm32v7/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:0895037a486aa130d737a64eb592056b8a42073118ca870d9554b90de9894acd,amd64,linux,Alpine 3.11,3.0.3,3.0/runtime-deps/alpine3.11/amd64/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:ad23efd6e55663130b21ec7005d8f876a1f031c37752fc863ea8659ca8fba8d6,amd64,linux,Ubuntu 18.04,2.1.16,2.1/runtime/bionic/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:0144be0a83cd3e60f2c82a9f0f42b7d64dd1d7d4da2c979c284ce89ce22c6904,amd64,windows,"Windows Server, version 1903",3.0.3,3.0/runtime/nanoserver-1903/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:d2580e6a1d73a92246ae461409fb3a096d5141ce4a5cd8d23490facc57ca152c,arm64,linux,Ubuntu 18.04,3.0.3,3.0/runtime/bionic/arm64v8/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:49744e5fba0f1c6afe2496ed2d3e48800977fff812e9e24882d5803449f43569,amd64,windows,"Windows Server, version 1909",3.1.2,3.1/runtime/nanoserver-1909/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:c8bfe39c7f6e4b3374b7c9ef6ca2d24f43c5f7cac6b2d4291decc326fcde0ef1,amd64,linux,Debian 9,2.1.16,2.1/aspnet/stretch-slim/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:68c117bb34396fbb3751c2c99190322d9d071f6f6a971d15393f745d958bb1e0,amd64,linux,Alpine 3.11,2.1.16,2.1/aspnet/alpine3.11/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:974b92ded2410623b4eb2ac207f8e6ea94e4831ab7b6c07aba4d85cb1a21880f,amd64,linux,Alpine 3.11,3.0.3,3.0/aspnet/alpine3.11/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:a174ff2fd115e8f872e43ac1226c1f7da5700077de3361aca69235ea348cd842,arm64,linux,Alpine 3.11,3.0.3,3.0/aspnet/alpine3.11/arm64v8/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:0750db13f8b79e8f77f82e98450b2725840623aade5425f845a86aace8778e45,arm64,linux,Alpine 3.11,3.1.2,3.1/aspnet/alpine3.11/arm64v8/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:192ad26a72452f8023f922be27679ceb518f42dffbe5cfeb24674264721a622a,amd64,linux,Ubuntu 18.04,3.1.2,3.1/aspnet/bionic/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:74364d27457803ca8dea53c661f003d3dc1c3b6eeda1b33af87ae78aa04c2811,amd64,windows,Windows Server 2019,3.0.103,3.0/sdk/nanoserver-1809/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:9c4ff41a9fbd6b3baa658103777f047b7d9ab23549db303b9cfb7aa5265b0e03,arm32,windows,Windows Server 2019,3.0.103,3.0/sdk/nanoserver-1809/arm32v7/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:2445bdc2cf317d8ccc23eaa9005597ce88b669a1b1982636d3f0cef7dc033af1,amd64,windows,Windows Server 2019,3.1.102,3.1/sdk/nanoserver-1809/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:8b797c986cbec0478f9ed5239ace266eb82215a100e0227e341e9b9c6c483ab3,arm32,windows,Windows Server 2019,3.1.102,3.1/sdk/nanoserver-1809/arm32v7/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:4673067d19f9453beb9609b2cb414d70ca7773c6439903d634ffb8c5a4e435cc,amd64,linux,Alpine 3.11,2.1.16,2.1/runtime-deps/alpine3.11/amd64/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:82891b3ed69f246cfddcbbe2eba43b5ef70c99ec2e96339a97ba28d3a6503f75,arm32,linux,Ubuntu 18.04,3.0.3,3.0/runtime-deps/bionic/arm32v7/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:e3cd69937770495aea9cb1c2ad14e863b43eca05420b79889e6331b2608f73c5,amd64,linux,Alpine 3.10,2.1.16,2.1/runtime/alpine3.10/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:b223a6f1d66ef94203f32720a28c3fbcc9b9ecd05a10eb9bbbfc6f4f776e7a94,amd64,windows,Windows Server 2019,3.0.3,3.0/runtime/nanoserver-1809/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:9736a86b2b121bb689115edf1f472bc08096136818671302baaa29fea3942329,arm64,linux,Alpine 3.11,3.0.3,3.0/runtime/alpine3.11/arm64v8/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:da7d7f573827ac2e5ccc74c2f3336132f657abf0c96e9bf3b8f8dcd9001cc611,arm32,windows,Windows Server 2019,3.1.2,3.1/runtime/nanoserver-1809/arm32v7/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:c259cf44a2e6fb3c6d81c0c987b13600b6a48fac68dd80b5e27435c109f155be,arm32,linux,Ubuntu 18.04,3.1.2,3.1/runtime/bionic/arm32v7/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:a27d7bad10aaca9727343f8ca78e7da2bbf1e2361ad6a2cb448f814e1e16b099,amd64,windows,"Windows Server, version 1909",2.1.16,2.1/aspnet/nanoserver-1909/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:269b8fcdf35be8b9ffa9f7f4ba8d778d9919f400854dd2f20b5687327398dd37,amd64,windows,"Windows Server, version 1903",3.0.3,3.0/aspnet/nanoserver-1903/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:353456bd9d516352a71696e191fa0e8594279125b205d1be24965bea26990412,amd64,windows,"Windows Server, version 1909",3.0.3,3.0/aspnet/nanoserver-1909/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:fdf1a1d54d734c8b641ef3843d9eefcf348de46513b49d9f0602baceb9b43be5,arm64,linux,Alpine 3.10,3.1.2,3.1/aspnet/alpine3.10/arm64v8/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:b39cbbb5958ae856951c0270ef3d9b239bd4795abf6f0b383b02bda6238d183f,amd64,linux,Alpine 3.11,3.1.2,3.1/aspnet/alpine3.11/amd64/Dockerfile,dotnet/core/aspnet,2020-03-11 13:52:00.00,core
sha256:50de542f7e2589c959bd7b8392bdf7e109e41c22437f8a87b9f54ca8417723be,arm32,linux,Debian 10,3.0.103,3.0/sdk/buster/arm32v7/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:30f5f114e8f754c6eccdf3b7736dbfa7e93a32d9eaf4071792ef0fc314276b84,arm64,linux,Debian 10,3.0.103,3.0/sdk/buster/arm64v8/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:1c4822f0ff053d8b53a6fb6bc82da48b6d688326001db73fed8230a97f6ab817,amd64,linux,Alpine 3.10,3.1.102,3.1/sdk/alpine3.10/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:ea1e53a25c40d2bd195ec03c97f025cede8221d7f12c1e1e4ffa77bb30a0ca03,amd64,linux,Alpine 3.11,3.1.102,3.1/sdk/alpine3.11/amd64/Dockerfile,dotnet/core/sdk,2020-03-11 13:52:00.00,core
sha256:71d6af01f9251c3c79258a861c11774f816b97beb49644b3c0408b035a53226e,amd64,linux,Debian 9,2.1.16,2.1/runtime-deps/stretch-slim/amd64/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:81e36750796481a373c79bf9884be5ebd49c3ee9c7d4a68fba6049e7c0d727ef,arm64,linux,Debian 10,3.0.3,3.0/runtime-deps/buster-slim/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-03-11 13:52:00.00,core
sha256:dc67ef7ca9879635866ac5f68355cbaab9a90f839b12e6af1536773a8d5ee5ea,amd64,linux,Debian 9,2.1.16,2.1/runtime/stretch-slim/amd64/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
sha256:34be900db2806c2ba8abf47476a2a1ce7bc13ae553e63fc7e00ff312ac80d38f,arm32,linux,Ubuntu 18.04,2.1.16,2.1/runtime/bionic/arm32v7/Dockerfile,dotnet/core/runtime,2020-03-11 13:52:00.00,core
